Type,carbon_isotopes,silicon_29_28,silicon_30_28
M,60.85,39,30
M,60.85,52,32
M,60.88,-10,3
M,60.88,-74,-35
Z,60.88,-70,15
M,60.88,-10,50
M,60.89,46,48
M,60.89,55,60
M,60.90,43,15
M,60.9,56,39
M,60.9,59,80
M,60.9,37.0,82.7
M,60.91,-23,89
M,60.92,-32,26
M,60.92,47,62
M,60.92,10,2
M,60.9,39,45
M,60.92,15,22
M,60.92,27,42
M,60.92,17,45
M,60.93,-4,-4
M,60.93,31,46
M,60.93,52,57
M,60.93,30,32
M,60.95,52,50
M,60.96,19,43
M,60.96,9,20
M,60.97,28,42
M,60.97,42,52
M,60.97,23,21
M,60.97,42,5
M,60.98,80,57
M,60.98,37,48
M,60.99,13,18
M,61.00,-4,-50
M,61,44,39
M,61,59.0,46.8
Z,61,-148,182
M,61.02,-33,6
M,61.02,35,51
M,61.02,32,3
M,61.02,15,-15
M,61.02,-61,-37
M,61.02,57,56
M,61.02,67,70
M,61.02,59,54
M,61.03,46,31
M,61.03,89,72
M,61.03,119,89
M,61.03,2,-9
M,61.03,45,63
M,61.03,27,41
M,61.04,14,25
M,61.04,115,52
M,61.04,69,58
M,61.05,43,110
M,61.05,9,6
M,61.05,55,40
X,61.06,-157,-316
M,61.06,40,7
M,61.07,22,3
Z,61.07,-171,139
M,61.09,-7,-2
M,61.09,66,37
M,61.10,51.71,48.77
M,61.1,60.8,69.2
M,61.1,14.1,36.1
M,61.11,55,63
M,61.11,-26,10
M,61.11,15,15
M,61.11,-17,36
Z,61.12,2,124
M,61.12,63,47
M,61.13,36,62
M,61.13,53,59
M,61.14,62,58
M,61.14,56,57
M,61.14,36,59
M,61.14,-6,28
M,61.14,9,15
M,61.15,66,84
M,61.15,39,47
M,61.15,35,15
M,61.15,26,31
M,61.15,6,39
M,61.16,70,59
M,61.17,-8,17
M,61.17,54,55
M,61.17,60,35
M,61.17,42,14
M,61.18,-1,20
M,61.18,17,14
M,61.18,49,62
M,61.19,-22,35
M,61.19,16,36
M,61.20,31,35
M,61.2,14,26
M,61.2,51,51
M,61.2,66,89
M,61.20,50,54
M,61.21,59,89
M,61.2,37.5,11.7
M,61.21,49,39
M,61.22,11,37
M,61.22,22,45
M,61.22,-76,200
M,61.22,19,53
M,61.22,48,55
M,61.22,-16,17
Z,61.23,-71,-8
M,61.23,17,36
M,61.23,69,75
M,61.23,28,56
M,61.23,49,53
M,61.23,-11,4
M,61.24,5,17
M,61.24,71,50
Z,61.24,-148,207
M,61.24,39,43
M,61.2,83.9,72.3
M,61.25,-41,22
M,61.25,28,32
M,61.26,-13,51
M,61.26,29,19
M,61.26,43,97
M,61.27,23,24
M,61.27,8,19
M,61.27,-1,21
M,61.29,42,40
M,61.29,62,48
M,61.29,29,76
M,61.29,47,66
M,61.29,-6,-18
M,61.3,45,41
M,61.3,75.5,56.1
M,61.3,58,64
M,61.31,-16,-26
Z,61.31,-78,38
M,61.31,40,34
M,61.32,61,81
M,61.32,25,-3
M,61.33,38,26
M,61.33,52,60
M,61.33,45,54
Z,61.34,-147,187
M,61.35,76,63
M,61.35,54,39
M,61.35,35,36
M,61.4,49.4,64.1
M,61.35,55,66
M,61.35,0,16
M,61.35,61,-22
M,61.36,54,33
M,61.37,60,92
M,61.38,6,63
M,61.39,-38,-10
M,61.39,33,37
M,61.39,34,40
M,61.39,20,44
M,61.39,0,31
M,61.4,8,12
M,61.4,12,16
M,61.4,28,38
M,61.4,54,45
M,61.4,50,60
M,61.4,51,64
M,61.41,-18,29
M,61.41,-41,-37
M,61.42,17,27
M,61.43,69,-1
M,61.44,50,59
M,61.44,-9,20
M,61.45,73,62
M,61.46,47,22
M,61.46,40,45
M,61.47,56,79
M,61.47,-13,14
M,61.48,52,35
M,61.5,28.4,34.6
M,61.48,97,70
M,61.50,71.6,54.6
M,61.5,154,155
M,61.50,63,41
M,61.50,25,40
M,61.51,38,32
M,61.52,83,69
M,61.53,37,39
M,61.53,-11,3
M,61.53,9,2
M,61.54,18,8
M,61.54,45,66
M,61.54,-14,-8
M,61.54,44.09,57.59
M,61.54,6,4
M,61.54,-29,33
M,61.54,54,57
M,61.54,9,44
M,61.55,90,60
M,61.5,34.8,28.9
M,61.55,55.90,44.94
Z,61.56,-54,-1
M,61.56,6,-17
M,61.57,65,48
M,61.58,-13,74
M,61.58,6,38
M,61.58,62,40
M,61.58,41,75
M,61.59,46,48
M,61.60,55,35
M,61.6,48,38
M,61.6,60,59
M,61.6,61,83
M,61.60,56,55
M,61.60,112,92
Z,61.61,-62,22
M,61.61,57,51
M,61.61,38,42
M,61.62,100,61
M,61.62,5,9
M,61.62,47,42
M,61.62,38,55
M,61.62,58,51
M,61.64,54,95
M,61.64,52,52
M,61.64,12,33
M,61.65,-48,1
M,61.7,46.6,31.0
M,61.65,48,49
M,61.65,51,50
M,61.66,23,-27
M,61.66,-62,3
M,61.66,37,64
M,61.66,56,67
X,61.67,-104,-143
M,61.67,4,14
M,61.67,21,10
M,61.67,-2,9
M,61.67,3,9
M,61.68,71,71
M,61.69,31,33
M,61.69,72,43
M,61.7,54,13
M,61.7,24,32
M,61.7,59,49
M,61.7,48,51
M,61.7,62,63
M,61.70,26,25
M,61.70,65,54
M,61.71,56,35
M,61.71,31,12
M,61.72,77,62
M,61.72,57,34
M,61.72,34,47
M,61.72,16,33
M,61.73,55,63
M,61.74,5,6
M,61.75,59,62
M,61.76,23,37
M,61.76,50,53
M,61.76,27,21
M,61.77,34,63
M,61.77,37,39
M,61.78,71,72
M,61.78,29,59
M,61.78,40,35
M,61.78,51,58
M,61.78,84,86
M,61.8,57.0,55.1
M,61.80,23,38
M,61.80,25,21
M,61.8,-65,-6
M,61.8,2,23
M,61.80,13,9
M,61.81,63,43
M,61.81,30,50
Z,61.82,-24,45
M,61.82,40,45
M,61.82,10,27
M,61.82,22,26
M,61.82,55,59
M,61.83,36,25
M,61.83,26,98
M,61.84,17,33
M,61.84,46,57
M,61.85,72,64
M,61.86,11,-11
M,61.86,44,13
M,61.86,54,63
M,61.86,69,89
M,61.86,68,79
M,61.87,54,16
M,61.87,39,37
M,61.87,47,67
M,61.88,53,63
M,61.88,-1,31
M,61.9,45.0,58.5
M,61.89,29,34
M,61.89,48,50
M,61.90,53,37
M,61.9,-16,10
M,61.90,46.2,38.7
M,61.90,52.1,53.7
M,61.9,34,80
M,61.90,38,31
M,61.90,45,40
M,61.91,80,91
M,61.91,55,21
M,61.92,27,26
M,61.9,21.9,30.2
M,61.92,-5,20
M,61.92,28,46
M,61.93,37,16
M,61.93,-4,14
M,61.93,65,50
M,61.93,33,73
M,61.94,-10,9
M,62.0,41.3,29.3
M,61.96,108,84
M,61.96,12,14
M,61.96,24,40
M,61.97,28,57
M,61.97,24,25
M,61.98,31,26
M,61.99,47.32,52.89
M,61.99,35,5
Z,61.99,13,73
M,61.99,21,35
M,61.99,24,10
M,62.00,53,54
M,62.0,24.1,29.5
M,62,57,-53
M,62.0,10,6
M,62.0,56.6,8.9
M,62,81,50
M,62,71,82
M,62.01,56,30
M,62.01,48,44
M,62.0,13.8,14.5
M,62.01,47,-51
M,62.02,27,33
M,62.03,47,42
M,62.03,68,69
M,62.04,57,58
M,62.04,37,27
M,62.04,2,42
M,62.04,92,82
Z,62.04,41,89
M,62.04,-22,-16
M,62.04,114,78
M,62.05,28,69
M,62.05,40,45
M,62.05,-4,35
M,62.06,85,87
M,62.06,8,13
M,62.07,29,-8
M,62.07,61,-8
M,62.1,75.3,66.4
M,62.09,2,1
M,62.09,65,28
M,62.1,20,20
M,62.1,59,56
M,62.10,19,49
M,62.11,-1,-9
M,62.12,28,35
M,62.12,6,23
M,62.12,5,24
M,62.14,20,41
M,62.14,53,41
M,62.15,52,63
M,62.15,35,72
M,62.15,41,24
M,62.16,41.23,40.23
M,62.16,-25,20
M,62.18,6,10
Z,62.18,-51,12
M,62.19,43,9
Z,62.19,-73,86
M,62.20,38,91
M,62.20,-4,0
M,62.20,40,35
M,62.2,-53,-66
M,62.20,36.5,22.9
M,62.2,16,25
M,62.2,81.5,82.2
M,62.2,70,86
M,62.21,48,52
M,62.21,-16,42
M,62.2,87.4,73.4
Z,62.21,-80,82
M,62.22,14,33
M,62.22,51,29
M,62.22,35,22
M,62.23,38,44
M,62.23,32,42
M,62.23,35,29
M,62.23,-12,6
M,62.23,35,31
M,62.25,29,-4
M,62.26,26,0
M,62.26,59,39
M,62.26,38,41
M,62.26,-17,52
M,62.26,72,55
M,62.26,21,56
M,62.27,-59,-23
Z,62.28,2,81
M,62.28,6,14
M,62.3,35.9,35.7
M,62.29,3,41
M,62.29,56,95
M,62.30,69,40
M,62.30,12,-7
M,62.30,90,72
M,62.3,-53,-60
M,62.3,17,33
M,62.3,78,68
M,62.3,59,78
M,62.30,107.0,93.9
M,62.30,-53,-44
M,62.30,32,24
M,62.31,85,67
M,62.32,48,82
M,62.32,81,63
M,62.32,66,70
M,62.32,46,63
M,62.32,21,76
M,62.33,61,54
M,62.33,33,55
M,62.33,14,6
M,62.33,4,37
M,62.34,44,47
M,62.35,44,23
M,62.35,-9,29
M,62.36,24,40
M,62.36,34,34
M,62.36,52.09,47.00
M,62.36,5,15
M,62.4,44,51
M,62.37,80,58
M,62.38,25,-7
M,62.38,58,74
M,62.38,43,35
M,62.38,31,10
M,62.38,60,48
M,62.4,5.8,39.1
M,62.39,43,60
M,62.4,2,28
M,62.4,62,54
M,62.4,56,63
M,62.40,18,115
M,62.42,41,37
M,62.43,31,22
M,62.43,-9,19
M,62.43,56,58
M,62.43,54,77
M,62.43,43,43
M,62.43,94,71
M,62.43,36,39
M,62.45,0,46
M,62.5,12.8,46.2
M,62.46,22,22
M,62.46,37,-11
Z,62.47,-103,-54
M,62.47,52,126
M,62.47,77,67
M,62.48,45,40
U,62.48,16,85
M,62.49,60,70
M,62.49,57,58
M,62.50,69,53
M,62.50,13,31
M,62.5,17,31
M,62.5,55,61
M,62.51,127,94
U,62.51,49,5
M,62.51,10,-5
M,62.51,23,18
M,62.51,24,34
M,62.51,87,58
Z,62.53,-36,39
M,62.53,53,66
M,62.53,-4,28
M,62.54,-36,6
M,62.55,14,2
M,62.55,23,43
M,62.55,40,58
M,62.55,15,28
M,62.56,30,26
M,62.56,19,31
M,62.57,-43,-40
M,62.58,77,54
M,62.58,67,79
M,62.59,24,13
M,62.59,53,45
M,62.59,94,88
M,62.59,129,91
M,62.59,62,31
M,62.6,27,6
M,62.6,23,33
M,62.6,55,49
M,62.6,52,55
Z,62.6,-53,55
M,62.6,33,73
M,62.61,51,47
M,62.62,38,38
M,62.62,-4,43
M,62.62,41,30
M,62.62,71,60
M,62.63,73,62
M,62.63,25,12
M,62.63,27,16
M,62.63,-1,35
U,62.64,65,-28
M,62.6,43.6,78.6
M,62.64,16,20
M,62.7,33.2,30.9
M,62.66,-16,15
M,62.66,25,27
M,62.67,20,52
M,62.67,46,58
M,62.67,70,100
M,62.67,54,49
M,62.68,-5,27
M,62.68,-2,17
M,62.69,-81,-17
M,62.69,28,45
M,62.69,51,73
M,62.69,61,67
M,62.69,51,43
M,62.69,48,52
M,62.7,38,38
M,62.7,47.9,51.0
M,62.7,79,56
M,62.70,52.6,57.5
Z,62.7,-103,67
M,62.7,69,71
M,62.71,-49,-15
M,62.71,18,30
M,62.71,30,41
M,62.71,47,45
M,62.72,13,43
M,62.73,10,92
M,62.73,36,30
M,62.73,11,31
M,62.73,89,61
M,62.7,61.5,50.0
M,62.74,0,67
M,62.74,73,72
M,62.7,46.9,42.6
M,62.75,44,69
M,62.75,-6,29
M,62.75,19,42
M,62.77,48,1
M,62.78,40,74
M,62.78,32,47
Z,62.78,-51,32
M,62.78,-56,-24
M,62.79,33,26
M,62.79,46,38
M,62.79,48,46
M,62.80,46,56
M,62.80,-37,-101
M,62.80,-51,-58
M,62.80,34,17
M,62.80,-24,24
M,62.80,18,26
M,62.80,74,78
M,62.8,-20,32
M,62.8,4,38
M,62.80,53.2,60.1
M,62.8,64,64
M,62.80,49,66
M,62.81,50,56
M,62.81,36,31
M,62.82,-3,28
M,62.82,70,66
M,62.83,-9,0
M,62.83,45,53
M,62.83,44,71
M,62.84,96,6
M,62.84,-12,22
M,62.84,43,93
M,62.86,48,53
M,62.86,0,11
M,62.86,-77,-53
M,62.86,66,78
M,62.88,-51,-25
M,62.88,55,62
M,62.89,24,55
M,62.9,31.4,48.9
M,62.89,-14,29
M,62.89,16,11
M,62.89,54.76,49.06
M,62.90,95,93
Z,62.9,-47,19
M,62.9,51.3,49.2
M,62.9,-1,50
M,62.91,53,54
M,62.91,14,25
M,62.91,-31,-5
M,62.91,31,38
M,62.92,62,49
M,62.92,29,-6
M,62.92,3,8
M,62.92,23,12
M,62.92,64,60
M,62.93,22,-22
M,62.93,76,72
M,62.93,81,69
M,62.93,26,35
Z,62.94,-45,63
M,62.94,45,33
M,62.96,11,20
M,62.96,164,114
M,63.0,51.5,42.0
M,62.97,44,41
M,62.98,55,38
M,62.98,60,51
M,62.98,59,49
Z,62.99,-57,6
M,62.99,25,56
M,63,26,-3
M,63,32,32
M,63.00,32,41
M,63.00,6,26
M,63.00,54,50
M,63.00,31,58
M,63.00,55,63
M,63.0,71,56
M,63.01,20,51
M,63.01,-40,-6
Z,63.01,-76,193
M,63.01,12,40
M,63.02,45,20
M,63.02,29.22,35.52
M,63.02,37,48
M,63.03,68,155
M,63.03,30,40
M,63.03,5,16
M,63.04,36,74
M,63.04,29,52
M,63.04,20,25
M,63.05,100,89
M,63.05,47,49
M,63.06,1,62
M,63.06,80,69
M,63.06,18,16
M,63.07,112,97
M,63.08,-8,-25
M,63.08,-31,-14
M,63.08,30,23
M,63.08,25,33
M,63.09,-64,-86
M,63.09,4,16
M,63.09,29,17
M,63.09,34,31
M,63.09,47,65
M,63.09,33,26
M,63.09,58,80
M,63.1,10,10
M,63.1,48,46
M,63.10,48.1,50.1
M,63.1,63,52
M,63.10,49,55
M,63.13,23,15
M,63.14,57,75
M,63.14,-7,37
M,63.14,69,43
M,63.15,6,28
M,63.15,15,20
M,63.2,45.4,19.5
M,63.17,-30,-61
M,63.2,-28.0,-7.7
M,63.18,-8,2
M,63.19,37,47
M,63.2,43,28
M,63.2,41,31
M,63.2,0.8,31.6
M,63.2,25,34
M,63.2,52,54
M,63.20,40,32
M,63.20,39,65
M,63.21,20,41
M,63.21,58,43
M,63.21,15,-2
M,63.21,68,72
M,63.21,28,28
M,63.21,63,30
M,63.21,45,57
M,63.21,58,70
M,63.22,37,27
M,63.22,74,45
M,63.24,17,39
M,63.24,34,53
M,63.25,48,51
M,63.25,-12,1
M,63.25,27,30
M,63.25,79,31
M,63.25,47,61
M,63.25,53,62
M,63.25,51,67
Z,63.25,-14,87
Z,63.25,-84,153
M,63.25,58,60
M,63.26,13,21
X,63.26,-94,-171
M,63.26,-8,-13
M,63.26,54,70
M,63.27,35,21
M,63.28,-3,8
M,63.29,42,54
M,63.29,49,49
Z,63.29,-39,79
M,63.29,43,50
M,63.29,73,68
M,63.29,54,84
Z,63.30,-60,75
M,63.3,40,58
M,63.31,61.04,63.77
M,63.33,41,55
M,63.34,0,23
M,63.34,-4,46
M,63.34,50,53
M,63.34,46,41
M,63.34,-26,3
M,63.34,31,29
M,63.34,18,40
M,63.35,55.3,47.8
M,63.35,-24,-2
U,63.36,74,24
M,63.37,2,31
M,63.38,47,40
M,63.38,50,49
M,63.38,6,7
M,63.39,46,38
M,63.41,44,42
M,63.42,-9,-6
M,63.42,-55,-99
M,63.42,86,70
M,63.42,37,24
M,63.43,111,100
M,63.44,1,72
M,63.45,128,83
M,63.45,32,116
M,63.45,48,45
M,63.45,48,52
M,63.46,102,98
U,63.46,19,80
M,63.46,44,54
M,63.46,75,70
M,63.46,121,83
M,63.5,43.8,70.1
M,63.47,39,66
M,63.47,34,22
M,63.48,27,19
M,63.48,11,35
M,63.48,54,53
M,63.49,69,89
M,63.49,47,79
M,63.49,39,54
M,63.50,87,78
M,63.5,60,47
M,63.50,43.6,48.0
M,63.5,53,49
M,63.5,21,50
M,63.5,16,29
M,63.52,22,14
M,63.52,-1,49
M,63.52,32,57
M,63.53,-28,6
M,63.53,38,32
M,63.53,31,39
M,63.53,-20,0
M,63.5,49.9,52.1
M,63.55,-47,-21
M,63.55,36,58
M,63.55,68,66
M,63.55,62,68
M,63.55,29,43
M,63.56,37,25
M,63.57,41,33
M,63.57,23,26
M,63.57,36,50
M,63.57,56,39
M,63.58,36,29
M,63.59,22,86
M,63.59,-21,14
M,63.59,-5,19
M,63.59,29,28
M,63.60,67,19
M,63.6,30,50
M,63.60,25,0
M,63.61,-19,-22
M,63.62,70,48
M,63.62,24,33
M,63.6,67.8,46.0
M,63.63,85,55
M,63.63,84,86
M,63.6,54,25
M,63.64,10,26
M,63.64,37,45
M,63.64,55,60
M,63.7,71.1,57.0
Z,63.66,-18,150
M,63.67,72,81
M,63.7,-19.7,23.4
M,63.67,63,39
M,63.67,65,58
M,63.69,28,-20
M,63.70,76,122
M,63.70,116,97
M,63.70,-25,4
M,63.7,43,40
M,63.7,-9,47
M,63.7,66.5,48.6
M,63.70,60,41
M,63.70,59,55
M,63.71,10,51
M,63.71,-21,26
M,63.71,-8,-2
M,63.71,19,30
M,63.72,47,29
M,63.72,41,36
M,63.72,36,52
M,63.72,64,70
M,63.72,85,85
M,63.72,59,61
M,63.72,41,54
M,63.7,106.8,83.2
M,63.73,80,42
M,63.73,42,23
M,63.74,19,34
M,63.74,78,68
M,63.74,-1,21
M,63.75,61,74
M,63.76,21,14
M,63.76,29,33
M,63.76,46,41
M,63.77,115,97
M,63.77,21,20
M,63.77,58,66
M,63.77,19,37
M,63.77,0,-5
M,63.77,48,31
M,63.77,32,61
M,63.8,36.2,42.3
M,63.78,-16,56
M,63.79,35,64
M,63.8,-34,16
M,63.80,47.7,51.5
M,63.80,-7,53
M,63.80,32,71
M,63.80,2,22
M,63.80,47,45
M,63.81,59,49
M,63.81,24,18
M,63.82,50,58
M,63.84,58,43
M,63.85,46,46
M,63.85,29.99,21.10
M,63.86,62,61
M,63.87,39,38
M,63.88,-45,-7
M,63.88,39,79
M,63.89,-7,-18
M,63.89,-11,1
M,63.89,58,29
M,63.89,44,51
M,63.90,14,37
M,63.91,36,53
M,63.91,101,91
M,63.9,31.7,22.1
M,63.92,51,66
M,63.93,54,59
M,63.93,43,47
M,63.93,51,45
M,63.93,17,52
M,63.93,82,70
M,63.94,45,50
M,63.94,50,52
M,63.94,17,35
M,63.95,17,24
M,63.9,-0.6,19.6
M,63.95,31,38
M,64.0,24.4,28.0
M,63.98,54,100
M,63.98,32,30
M,64.0,84.4,100.3
M,63.99,45,49
M,63.99,53,46
M,63.99,-13,-15
M,64.00,18,46
M,64.00,25,45
M,64,-39,-22
M,64,-14,0
M,64.00,34.7,7.9
M,64.0,46.1,55.6
Z,64,-49,82
M,64.01,59,69
M,64.01,12,44
M,64.01,14,54
M,64.03,3,11
M,64.04,-6,19
M,64.04,10,29
M,64.04,63,58
M,64.05,29,30
M,64.06,28,27
M,64.06,32,23
M,64.08,-15,19
M,64.09,-1,40
M,64.09,46,63
M,64.10,53,58
M,64.10,17,8
M,64.10,41,61
M,64.1,6,11
M,64.1,41,44
M,64.1,51,63
M,64.10,58,31
M,64.11,36,39
M,64.12,50,67
M,64.12,33,33
M,64.13,-2,-3
M,64.13,7,40
M,64.1,69.4,61.2
M,64.14,-18,10
M,64.14,48,50
M,64.16,69,71
M,64.16,51,46
M,64.16,86,98
M,64.17,13,17
M,64.17,35,45
M,64.17,64,53
M,64.18,44,34
M,64.19,62,47
M,64.19,89,60
M,64.19,76,78
M,64.2,13,21
M,64.20,-8,29
M,64.21,15,-9
M,64.21,17,58
M,64.22,52,56
M,64.23,16,39
M,64.23,73,80
M,64.23,32,38
M,64.23,49,57
M,64.24,-18,9
M,64.24,51,43
M,64.2,32.6,70.6
M,64.25,73,86
M,64.25,52,60
M,64.25,21,6
M,64.26,41,51
M,64.26,35,50
M,64.27,6,19
X,64.27,-281,-312
M,64.29,14,12
M,64.30,27,49
M,64.3,37.6,-28.2
Z,64.3,-96,29
M,64.3,39.0,38.4
M,64.31,35,-66
M,64.31,-22,4
M,64.31,39,44
M,64.31,67,45
M,64.31,-3,38
M,64.33,-23,-12
M,64.33,22,54
M,64.3,31.8,37.0
M,64.35,84,66
M,64.35,51,69
M,64.36,11,16
M,64.36,25,31
M,64.36,56,68
M,64.36,-24,16
M,64.37,26,66
M,64.38,4,-29
M,64.38,52,46
M,64.38,35,26
M,64.39,28,19
M,64.4,42.6,48.2
M,64.40,15,-3
M,64.40,62,23
M,64.40,55,39
M,64.40,63,47
M,64.41,40,43
M,64.41,20,28
M,64.42,37,0
M,64.43,15,22
M,64.43,36,65
M,64.44,49,-23
Z,64.44,-143,13
M,64.44,28,19
M,64.44,57,48
M,64.45,58,34
M,64.45,9,36
M,64.45,-4,2
M,64.46,15,78
M,64.46,48,42
M,64.47,59,61
M,64.48,21,59
M,64.48,61,43
M,64.49,63,41
M,64.50,104,66
M,64.5,70.9,63.2
M,64.50,94,64
M,64.5,51,55
M,64.5,98,108
M,64.50,65,79
M,64.51,63,71
M,64.51,73,53
Z,64.51,-45,36
M,64.52,107,-70
M,64.52,-3,98
M,64.52,26,19
M,64.5,38.3,57.0
M,64.53,34,42
M,64.54,68,83
M,64.54,67,65
M,64.55,-29.84,-8.91
M,64.57,13,-6
M,64.57,57,30
M,64.58,59,37
M,64.60,34.75,43.17
M,64.6,-10,23
M,64.6,-1,57
M,64.6,48.5,59.5
M,64.6,60,67
M,64.60,8,80
M,64.6,41.9,34.0
M,64.62,7,15
M,64.62,13,31
M,64.62,11,32
M,64.62,40,50
M,64.63,45,51
M,64.63,-23,45
M,64.64,50,48
M,64.65,40,46
M,64.65,50,46
M,64.66,5,69
M,64.66,19,12
M,64.66,-18,46
M,64.66,54,64
M,64.67,67,37
M,64.71,12,21
M,64.71,43,40
M,64.71,32,48
M,64.7,34.6,56.5
M,64.74,36,33
M,64.75,52,33
M,64.75,43,15
M,64.75,9,15
M,64.75,111,56
M,64.75,56,78
M,64.76,-7,3
Z,64.76,-25,52
M,64.77,47,43
M,64.79,70,51
M,64.79,35,40
M,64.79,44,45
M,64.79,4,-50
M,64.79,55,61
M,64.80,51,44
M,64.84,33,35
M,64.84,-19.74,18.16
M,64.84,55,60
M,64.84,82,74
M,64.84,28,35
M,64.84,82,70
M,64.85,33,31
M,64.86,40,57
M,64.9,32.1,34.1
M,64.87,33,30
M,64.87,37,32
M,64.9,66.1,68.8
M,64.88,0,11
M,64.88,29,28
M,64.88,24,47
M,64.88,27,17
M,64.9,-9,26
M,64.9,45,66
M,64.90,46,58
M,64.91,40,43
M,64.9,31.6,39.0
M,64.91,45,29
M,64.92,50,62
M,64.92,34,66
M,64.93,42,45
M,64.94,10,33
M,64.95,15,17
M,64.96,6,38
M,64.97,-1,-16
M,64.97,9,-8
M,65.0,73.3,51.5
M,64.98,1,26
M,64.98,-1,47
M,64.98,-23,17
M,64.98,60,34
M,65.0,22.2,27.6
M,65.00,57,28
M,65.00,27,20
M,65,47.3,49.2
Z,65,-148,134
M,65.00,51,50
M,65.01,15,20
M,65.02,47,37
M,65.02,22,60
M,65.03,54,48
U,65.04,95,27
M,65.04,29,32
M,65.04,-20,14
M,65.05,40,31
M,65.06,43,52
M,65.06,20,72
M,65.06,75,71
M,65.07,28,63
M,65.07,26,23
M,65.07,-12,41
M,65.07,40,42
M,65.07,44,37
M,65.09,4,47
M,65.1,43.8,35.9
M,65.10,-11,-1
M,65.1,43.7,34.2
M,65.1,51,52
M,65.1,64,64
M,65.10,14,36
M,65.10,-7,0
M,65.10,-15,12
M,65.10,-4,23
M,65.10,38,36
M,65.11,50,50
M,65.11,-2,39
M,65.12,75,83
Z,65.12,-36,17
M,65.13,13,18
M,65.13,31,61
M,65.13,37,32
M,65.13,-16,66
M,65.15,46,39
M,65.15,15,20
M,65.15,52,50
M,65.15,40,105
M,65.15,43,52
Z,65.16,-110,153
M,65.2,53.8,39.3
M,65.2,14.3,27.2
M,65.18,63,56
M,65.18,45,25
M,65.19,36,44
M,65.19,83,16
M,65.19,25,44
M,65.19,52,65
M,65.20,38,33
M,65.20,65,105
M,65.21,67,72
M,65.21,-7,12
X,65.21,-89,-103
M,65.21,66,48
M,65.24,-25,-17
M,65.24,39,22
M,65.24,41,38
M,65.24,70,55
M,65.25,95,91
M,65.25,36,36
M,65.25,64,84
M,65.2,50.4,40.3
M,65.26,18,35
M,65.26,29,57
M,65.26,3,23
M,65.26,27,32
M,65.27,23,36
M,65.28,24,45
M,65.28,43,46
M,65.29,24,15
M,65.3,40,9
M,65.3,8,12
M,65.3,51,35
M,65.3,58,62
M,65.30,39,-8
M,65.30,25,33
M,65.31,70,105
M,65.32,15,28
M,65.32,33,-22
M,65.32,-35,18
M,65.33,52.09,54.36
M,65.33,60,68
M,65.34,60,55
M,65.34,37,27
M,65.35,7,15
M,65.3,42.6,36.2
M,65.35,41,33
M,65.36,43,97
M,65.37,53,32
M,65.37,30,35
M,65.37,14,36
M,65.4,35.5,25.7
Z,65.37,-60,63
M,65.38,26,-28
M,65.38,25,33
M,65.39,1,27
M,65.39,67,58
M,65.40,-18,38
M,65.40,30.6,50.1
Z,65.4,-56.8,72.7
M,65.40,0,34
M,65.41,34,34
M,65.44,28,5
M,65.44,41,42
M,65.45,28,21
M,65.46,-32,4
M,65.46,18,27
M,65.46,66,95
M,65.47,15,-6
M,65.47,-4,38
M,65.48,42,52
M,65.48,70,79
Z,65.48,-124,237
M,65.49,39,42
M,65.49,35,43
M,65.49,70,54
M,65.50,32,31
M,65.50,47,23
Z,65.50,-9.4,35.4
Z,65.5,52,103
M,65.50,-31,-60
Z,65.50,-72,-19
M,65.50,50,48
M,65.50,13,60
Z,65.50,-133,262
M,65.51,0,10
M,65.53,38,35
M,65.54,37,72
M,65.55,-17,-22
Z,65.55,-164,30
M,65.55,38,44
Z,65.55,-68,100
M,65.55,4,24
M,65.55,24,41
M,65.55,36,51
M,65.55,51,42
Z,65.55,-52,211
M,65.56,59,39
M,65.56,6,35
M,65.56,-15,37
M,65.59,-17,26
M,65.59,69,68
M,65.6,76,68
M,65.60,30,27
M,65.60,45,41
M,65.61,-14,23
Z,65.61,-64,34
M,65.61,14,-19
M,65.61,32,50
M,65.62,31,36
M,65.63,35,20
M,65.64,2,14
M,65.64,24,21
M,65.64,22,25
M,65.64,22,48
M,65.65,-33,-24
M,65.65,62,46
M,65.65,23,42
M,65.65,42,57
U,65.66,79,24
M,65.67,10,21
M,65.68,74,68
M,65.68,37,39
M,65.68,57,52
M,65.7,2,-8
M,65.7,-1,22
M,65.70,-21,23
M,65.7,82,63
M,65.7,90,95
M,65.70,23,25
M,65.71,-12,22
M,65.72,50,71
M,65.72,9,34
M,65.73,24,43
M,65.73,31,54
M,65.73,59,55
M,65.73,-8,-4
M,65.73,19,28
M,65.74,69,68
M,65.75,53,30
M,65.76,-7,33
M,65.76,-7,18
M,65.77,28,45
M,65.77,12,33
M,65.77,-19,28
M,65.77,-8,30
M,65.77,5,-16
M,65.77,-6,5
M,65.8,-6.2,14.6
M,65.78,76,42
M,65.80,43,23
M,65.80,28,38
M,65.8,-59,-44
M,65.8,31,52
M,65.8,44.6,55.3
Z,65.8,18.9,60.5
M,65.81,23,20
M,65.81,17,25
M,65.81,48,50
M,65.82,44,31
M,65.82,47,41
M,65.82,68,70
M,65.82,45,56
M,65.83,42,53
M,65.84,57,71
M,65.85,44,47
M,65.85,41,55
M,65.85,-6,20
M,65.9,39.7,46.8
M,65.86,19,11
M,65.86,11,29
M,65.86,37,52
M,65.86,5,-15
M,65.87,-31.17,-3.91
M,65.87,36,49
