Type,12C/13C,err+[12C/13C],err-[12C/13C]
M,51.46,0.72,0.72
M,51.46,1.11,1.11
M,51.46,0.27,0.27
M,51.46,1.01,0.97
M,51.45,0.33,0.33
M,51.45,1.32,1.25
M,51.44,1.19,1.14
M,51.43,0.27,0.27
M,51.43,1.29,1.23
M,51.43,0.62,0.60
M,51.43,2.30,2.11
M,51.42,0.64,0.64
M,51.42,0.23,0.23
M,51.42,1.71,1.60
M,51.41,1.71,1.61
M,51.40,0.73,0.73
M,51.40,2.78,2.51
M,51.40,0.66,0.64
M,51.4,0.4,0.4
M,51.4,2.7,2.7
M,51.4,0.4,0.4
M,51.40,0.72,0.72
M,51.40,0.93,0.90
M,51.39,3.83,3.33
M,51.39,0.25,0.25
M,51.39,0.39,0.39
M,51.39,0.19,0.19
M,51.39,0.88,0.85
M,51.38,3.51,3.09
M,51.38,2.86,2.58
M,51.38,1.45,1.38
M,51.38,0.24,0.24
M,51.38,1.70,1.59
M,51.38,2.97,2.66
M,51.37,1.33,1.26
M,51.37,1.14,1.14
M,51.37,2.07,1.91
M,51.37,0.73,0.71
M,51.37,0.99,0.99
M,51.36,0.81,0.79
M,51.36,0.52,0.52
M,51.35,0.77,0.75
Z,51.34,1.16,1.16
M,51.34,0.44,0.44
M,51.34,0.79,0.79
M,51.34,1.68,1.68
M,51.34,0.47,0.47
M,51.34,1.27,1.21
M,51.34,0.63,0.63
M,51.34,0.48,0.48
M,51.3,1.4,1.4
M,51.32,0.89,0.86
M,51.32,0.56,0.55
M,51.32,1.29,1.29
M,51.3,6.8,5.4
M,51.31,1.34,1.27
M,51.3,0.2,0.2
M,51.30,0.30,0.30
M,51.3,14.1,14.1
M,51.3,4.7,4.7
M,51.3,0.2,0.2
Z,51.3,0.4,0.4
M,51.3,0.4,0.4
M,51.3,2.8,2.8
M,51.29,0.72,0.70
M,51.29,3.39,3.39
M,51.29,0.96,0.93
M,51.29,0.33,0.33
M,51.29,1.00,0.96
Z,51.28,1.60,1.51
M,51.28,1.36,1.36
M,51.28,0.51,0.51
M,51.28,4.09,3.53
M,51.3,5.3,4.4
M,51.26,0.28,0.28
M,51.26,0.67,0.65
M,51.26,1.00,1.00
M,51.26,1.11,1.11
M,51.26,2.33,2.13
M,51.3,1.6,1.6
M,51.24,0.24,0.24
M,51.24,4.78,4.03
M,51.24,1.61,1.52
M,51.23,1.37,1.37
M,51.23,0.28,0.28
M,51.23,0.47,0.47
M,51.23,1.19,1.19
M,51.23,0.84,0.81
M,51.23,1.34,1.28
M,51.23,1.19,1.14
M,51.22,0.76,0.74
M,51.21,1.49,1.41
M,51.21,1.26,1.20
M,51.21,0.87,0.87
M,51.21,0.88,0.88
M,51.20,0.80,0.78
M,51.20,0.33,0.33
M,51.20,1.34,1.27
M,51.20,0.25,0.25
M,51.2,2.84,2.84
M,51.2,0.3,0.3
M,51.19,2.63,2.39
M,51.18,0.56,0.55
M,51.18,0.65,0.64
M,51.18,0.50,0.50
M,51.18,0.62,0.62
M,51.2,5.5,4.5
M,51.18,0.81,0.81
M,51.2,0.4,0.4
M,51.17,7.90,6.04
M,51.17,0.48,0.48
M,51.17,0.76,0.76
M,51.17,0.36,0.36
M,51.16,1.59,1.50
M,51.16,1.41,1.34
M,51.16,1.59,1.50
M,51.15,0.25,0.25
M,51.15,1.22,1.16
M,51.15,1.82,1.70
M,51.15,0.90,0.90
M,51.15,1.13,1.13
M,51.15,0.68,0.68
M,51.15,0.91,0.88
M,51.13,0.26,0.26
M,51.12,0.97,0.93
M,51.12,1.26,1.20
M,51.12,0.34,0.34
M,51.12,1.35,1.35
M,51.12,1.20,1.20
M,51.12,2.86,2.86
M,51.1,2.5,2.5
Z,51.11,0.32,0.32
M,51.11,2.89,2.60
M,51.11,1.51,1.51
M,51.11,0.34,0.34
M,51.11,0.56,0.55
M,51.1,0.78,0.78
M,51.09,0.69,0.67
M,51.09,1.77,1.77
M,51.09,0.37,0.37
M,51.09,0.32,0.32
M,51.09,1.39,1.32
M,51.09,0.50,0.50
M,51.09,1.04,1.00
M,51.09,0.55,0.55
M,51.07,0.26,0.26
M,51.07,0.86,0.83
M,51.07,0.36,0.36
M,51.07,0.77,0.77
M,51.07,1.29,1.29
M,51.06,0.30,0.30
M,51.06,10.62,7.50
U,51.06,0.56,0.56
M,51.06,0.90,0.90
M,51.06,0.65,0.65
M,51.06,0.36,0.36
M,51.06,1.88,1.75
M,51.06,2.91,2.61
M,51.05,0.33,0.33
M,51.05,1.25,1.20
M,51.05,2.03,1.88
M,51.05,5.06,4.22
M,51.04,0.76,0.73
M,51.04,0.26,0.26
M,51.04,1.65,1.55
M,51.04,1.23,1.17
M,51.04,0.53,0.53
M,51.04,0.62,0.62
M,51.03,0.83,0.83
M,51.03,1.24,1.24
M,51.02,0.31,0.31
M,51.02,1.38,1.38
M,51.01,1.20,1.14
M,51.01,1.25,1.25
M,51.01,0.46,0.46
M,51.01,0.80,0.80
M,51.0,2.2,2.2
Z,51.0,8.2,8.2
Z,51,4,4
M,51.00,0.25,0.25
M,51.0,0.35,0.35
Z,51,0.4,0.4
M,51,0.3,0.3
Z,51,0.53,0.53
M,51.00,0.73,0.71
Z,51.0,1.1,1.1
M,50.99,0.25,0.25
M,50.99,0.24,0.24
M,50.99,0.78,0.78
M,50.99,1.45,1.45
M,50.99,0.69,0.67
M,50.98,1.18,1.13
M,50.97,1.62,1.53
M,50.97,0.84,0.84
M,50.97,1.6,1.6
M,50.96,0.52,0.52
M,50.96,0.37,0.37
M,50.96,0.55,0.55
Z,50.96,0.98,0.98
M,50.96,1.21,1.21
M,50.96,0.74,0.74
M,50.96,1.02,1.02
M,50.96,0.24,0.24
M,50.96,2.83,2.55
M,50.96,0.25,0.25
M,50.95,1.22,1.16
M,50.94,0.82,0.80
M,50.9,0.8,0.8
M,50.94,2.88,2.58
M,50.94,0.26,0.26
M,50.93,0.59,0.59
Z,50.93,1.45,1.45
M,50.93,9.13,6.72
M,50.93,0.24,0.24
M,50.93,0.23,0.23
M,50.92,0.36,0.36
M,50.9,1.2,1.2
M,50.92,1.14,1.10
M,50.90,1.25,1.25
M,50.90,0.38,0.38
M,50.90,0.26,0.26
M,50.89,1.21,1.21
M,50.89,0.33,0.33
M,50.88,1.51,1.43
M,50.88,0.93,0.90
Z,50.88,2.66,2.66
M,50.88,0.28,0.28
M,50.9,0.4,0.4
M,50.87,0.59,0.57
M,50.87,0.52,0.52
M,50.87,3.47,3.05
M,50.87,0.31,0.31
M,50.9,4.8,4.1
M,50.86,1.80,1.68
M,50.86,1.69,1.69
Z,50.86,0.34,0.34
M,50.86,1.08,1.03
M,50.85,1.78,1.67
M,50.85,0.39,0.39
M,50.85,0.94,0.94
M,50.85,3.03,2.70
M,50.8,1.3,1.3
M,50.85,0.26,0.26
M,50.84,4.45,3.78
M,50.84,0.54,0.54
M,50.84,2.49,2.26
M,50.8,1.4,1.4
M,50.84,0.82,0.79
M,50.84,0.33,0.33
M,50.83,1.35,1.28
M,50.83,0.8,0.8
Z,50.83,0.34,0.34
M,50.83,0.50,0.50
M,50.8,1.1,1.1
Z,50.82,1.23,1.23
M,50.82,0.45,0.45
M,50.82,0.52,0.52
M,50.82,3.80,3.30
M,50.82,0.77,0.77
M,50.81,1.61,1.61
M,50.81,0.73,0.73
M,50.80,4.94,4.13
M,50.80,0.35,0.35
M,50.8,0.3,0.3
M,50.8,2.7,2.7
M,50.8,5.4,5.4
M,50.8,2.9,2.9
M,50.79,1.21,1.21
M,50.78,0.28,0.28
M,50.78,0.67,0.65
M,50.8,3.7,3.7
M,50.76,0.56,0.56
X,50.8,0.4,0.4
M,50.76,2.68,2.43
M,50.76,0.35,0.35
M,50.76,0.26,0.26
M,50.76,0.20,0.20
M,50.75,3.92,3.40
M,50.75,2.17,2.00
M,50.74,0.94,0.91
M,50.74,0.19,0.19
M,50.74,0.67,0.67
M,50.74,0.76,0.76
U,50.74,0.38,0.38
M,50.7,9.6,7.0
M,50.74,1.24,1.18
M,50.74,2.74,2.47
M,50.73,2.14,2.14
M,50.73,1.08,1.04
M,50.73,2.61,2.36
M,50.73,0.67,0.65
M,50.72,0.37,0.37
M,50.72,0.45,0.45
M,50.72,0.55,0.55
M,50.71,0.29,0.29
M,50.71,7.57,5.83
M,50.71,1.39,1.32
M,50.71,1.19,1.14
M,50.71,2.39,2.18
M,50.7,0.6,0.6
M,50.70,2.18,2.01
M,50.70,1.58,1.48
M,50.69,1.70,1.59
Z,50.69,0.42,0.42
M,50.69,1.04,1.00
M,50.69,0.82,0.82
M,50.69,0.22,0.22
M,50.69,1.07,1.07
M,50.69,1.04,1.00
M,50.69,1.44,1.36
M,50.68,1.43,1.35
M,50.68,1.03,1.03
M,50.68,0.36,0.36
M,50.68,0.24,0.24
M,50.67,0.69,0.69
M,50.66,5.57,4.57
M,50.66,1.32,1.32
M,50.66,1.38,1.38
M,50.66,0.34,0.34
M,50.66,0.24,0.24
M,50.66,8.90,6.59
M,50.7,2.2,2.2
M,50.65,4.60,3.90
M,50.65,0.35,0.35
M,50.65,3.78,3.29
M,50.64,1.17,1.12
M,50.64,0.73,0.71
M,50.63,1.76,1.76
M,50.63,1.29,1.29
M,50.62,0.99,0.95
M,50.62,1.86,1.74
M,50.62,1.3,1.3
M,50.6,4.7,4.7
M,50.61,3.58,3.14
M,50.61,0.42,0.42
M,50.61,0.41,0.41
M,50.61,10.83,7.59
M,50.6,6.2,6.2
M,50.60,1.14,1.09
M,50.60,2.02,1.87
M,50.6,0.5,0.5
M,50.6,0.3,0.3
M,50.59,1.05,1.05
M,50.59,0.68,0.68
M,50.58,0.53,0.53
M,50.58,1.16,1.16
M,50.58,0.85,0.85
M,50.58,1.11,1.11
M,50.57,0.32,0.32
M,50.57,0.38,0.38
M,50.57,0.30,0.30
M,50.56,0.23,0.23
M,50.55,0.69,0.69
M,50.55,0.86,0.86
M,50.55,0.54,0.54
M,50.55,0.39,0.39
M,50.55,0.94,0.91
M,50.55,1.31,1.24
M,50.54,1.37,1.37
M,50.54,0.26,0.26
M,50.54,1.05,1.01
M,50.54,1.48,1.40
M,50.53,0.26,0.26
M,50.53,1.4,1.4
Z,50.53,0.91,0.91
M,50.52,1.57,1.48
M,50.52,1.52,1.44
M,50.52,2.07,1.91
M,50.52,0.46,0.46
M,50.52,0.30,0.30
M,50.52,0.33,0.33
M,50.52,1.61,1.51
M,50.51,4.76,4.01
M,50.51,1.00,0.96
M,50.51,0.66,0.66
M,50.51,0.72,0.72
M,50.50,1.29,1.29
M,50.50,1.29,1.29
M,50.50,1.00,1.00
M,50.5,2.21,2.21
M,50.5,0.3,0.3
M,50.50,1.52,1.43
M,50.50,1.51,1.51
M,50.49,1.32,1.26
M,50.48,0.85,0.85
M,50.48,2.75,2.48
M,50.48,1.29,1.29
M,50.48,0.81,0.81
M,50.47,0.26,0.26
M,50.47,1.87,1.74
M,50.47,1.00,0.96
M,50.46,0.94,0.90
M,50.46,0.70,0.68
M,50.45,2.55,2.32
M,50.45,2.34,2.14
M,50.45,0.69,0.68
M,50.45,0.31,0.31
Z,50.45,0.29,0.29
M,50.45,0.30,0.30
M,50.45,0.85,0.85
M,50.44,1.60,1.50
M,50.44,0.27,0.27
M,50.44,0.90,0.90
M,50.43,1.14,1.14
M,50.42,0.38,0.38
M,50.42,0.79,0.79
M,50.42,0.76,0.76
M,50.41,4.74,3.99
M,50.41,2.36,2.16
Z,50.4,0.4,0.4
M,50.4,0.5,0.5
M,50.40,1.17,1.12
M,50.39,0.15,0.15
M,50.39,1.58,1.58
M,50.39,0.62,0.62
M,50.39,0.5,0.5
M,50.38,1.67,1.57
M,50.4,1.1,1.1
M,50.38,1.56,1.56
M,50.38,2.04,2.04
M,50.38,0.32,0.32
M,50.4,17.4,10.3
M,50.38,0.28,0.28
M,50.37,1.95,1.95
M,50.37,0.38,0.38
M,50.37,0.51,0.51
M,50.36,1.58,1.48
M,50.36,3.12,2.77
M,50.4,9.3,6.8
M,50.36,1.77,1.65
M,50.36,0.44,0.44
M,50.35,0.25,0.25
M,50.35,0.16,0.16
M,50.34,0.91,0.91
M,50.33,1.04,1.04
M,50.33,0.19,0.19
M,50.33,1.23,1.17
M,50.33,2.18,2.00
M,50.32,0.87,0.84
M,50.32,1.21,1.16
M,50.32,0.38,0.38
M,50.32,0.73,0.73
M,50.32,1.22,1.16
M,50.32,4.05,3.49
M,50.32,0.54,0.53
M,50.32,0.69,0.69
M,50.30,1.24,1.19
M,50.3,3.6,3.2
M,50.30,0.44,0.44
M,50.30,0.81,0.78
M,50.3,3.4,3.4
M,50.3,0.3,0.3
M,50.30,0.35,0.35
M,50.3,0.3,0.3
M,50.3,0.5,0.5
Z,50.3,0.3,0.3
M,50.3,0.5,0.5
M,50.3,10.6,7.4
M,50.29,0.25,0.25
M,50.29,1.45,1.38
M,50.29,0.86,0.86
M,50.29,2.24,2.05
M,50.28,0.32,0.32
M,50.28,2.56,2.32
M,50.28,0.87,0.84
M,50.28,0.52,0.52
M,50.27,3.06,2.73
M,50.27,0.25,0.25
M,50.27,0.33,0.33
M,50.27,0.28,0.28
M,50.26,1.44,1.37
M,50.26,0.88,0.88
M,50.26,0.52,0.52
M,50.26,0.19,0.19
M,50.26,0.38,0.38
M,50.26,0.23,0.23
M,50.26,1.10,1.10
Z,50.26,0.87,0.87
M,50.26,0.89,0.86
M,50.25,1.21,1.16
M,50.25,0.60,0.60
M,50.25,4.11,3.53
M,50.25,1.64,1.54
M,50.25,1.07,1.03
M,50.25,0.25,0.25
M,50.25,0.35,0.35
M,50.25,1.38,1.31
M,50.24,7.89,6.00
M,50.24,1.24,1.24
M,50.23,1.50,1.41
M,50.22,1.66,1.56
Z,50.22,0.31,0.31
M,50.22,1.16,1.10
M,50.22,0.49,0.49
M,50.22,0.71,0.71
M,50.21,1.33,1.26
M,50.21,1.40,1.32
M,50.21,0.73,0.73
M,50.21,0.61,0.61
M,50.21,0.74,0.72
M,50.20,0.27,0.27
X,50.20,0.24,0.24
M,50.20,1.39,1.31
M,50.20,0.69,0.67
M,50.20,0.70,0.70
M,50.2,0.8,0.8
M,50.20,0.88,0.85
M,50.19,0.75,0.75
M,50.19,0.26,0.26
M,50.19,5.41,4.45
M,50.16,0.29,0.29
M,50.16,2.82,2.53
M,50.16,0.82,0.82
M,50.16,1.89,1.76
M,50.15,0.29,0.29
M,50.15,2.14,1.97
M,50.2,1.2,1.2
M,50.15,1.41,1.33
M,50.15,0.52,0.52
M,50.14,5.22,4.32
M,50.14,0.95,0.95
M,50.14,0.48,0.48
M,50.13,1.23,1.17
M,50.13,0.60,0.60
M,50.13,0.94,0.91
M,50.13,0.99,0.99
M,50.13,0.60,0.59
M,50.12,0.30,0.30
M,50.12,2.73,2.46
M,50.12,1.15,1.15
M,50.11,1.05,1.01
M,50.11,1.77,1.65
M,50.11,1.00,0.96
M,50.1,2.2,2.2
M,50.11,0.29,0.29
M,50.11,0.26,0.26
M,50.10,1.22,1.16
M,50.10,0.53,0.53
M,50.1,0.5,0.5
M,50.1,0.5,0.5
M,50.1,0.3,0.3
M,50.10,1.15,1.10
M,50.10,1.47,1.39
M,50.09,1.97,1.83
M,50.1,1.4,1.4
M,50.09,0.59,0.59
M,50.09,1.36,1.29
M,50.09,4.63,3.91
M,50.09,1.09,1.09
M,50.08,1.36,1.29
M,50.1,4.2,3.6
M,50.08,0.84,0.82
M,50.08,0.25,0.25
U,50.07,0.96,0.96
M,50.07,1.34,1.27
M,50.1,3.9,3.9
M,50.07,3.93,3.40
M,50.07,3.79,3.29
M,50.07,2.07,2.07
M,50.07,5.99,4.84
M,50.07,0.56,0.56
M,50.06,1.63,1.53
M,50.06,2.58,2.34
M,50.05,0.86,0.86
M,50.0,0.3,0.3
M,50.05,0.33,0.33
M,50.04,1.62,1.52
M,50.04,0.85,0.82
M,50.0,2.6,2.3
M,50.04,0.26,0.26
M,50.0,1.0,1.0
M,50.03,2.35,2.15
M,50.03,0.83,0.80
M,50.03,0.23,0.23
M,50.03,1.62,1.62
M,50.03,0.29,0.29
M,50.02,1.31,1.31
M,50.02,1.10,1.05
M,50.0,2.4,2.4
M,50.01,1.71,1.60
M,50,0.6,0.6
M,50,0.5,0.5
M,49.99,0.83,0.81
M,49.99,3.56,3.12
M,49.99,0.29,0.29
M,49.99,0.95,0.91
M,49.98,0.4,0.4
M,49.98,6.28,5.02
M,49.97,1.09,1.05
M,49.97,0.12,0.12
M,49.95,0.41,0.41
M,49.94,1.28,1.22
M,49.94,0.87,0.84
M,49.93,0.87,0.84
M,49.93,0.80,0.80
M,49.91,1.14,1.14
M,49.91,0.56,0.56
M,49.91,1.33,1.26
M,49.91,1.34,1.27
M,49.90,0.34,0.34
M,49.90,0.82,0.82
M,49.90,0.69,0.69
M,49.89,1.14,1.14
M,49.89,0.27,0.27
M,49.9,1.3,1.3
M,49.88,1.13,1.08
M,49.88,0.26,0.26
M,49.9,2.6,2.6
M,49.87,1.15,1.10
M,49.86,3.85,3.33
M,49.86,0.25,0.25
M,49.85,0.82,0.79
M,49.85,0.59,0.59
M,49.8,4.0,4.0
M,49.85,0.29,0.29
M,49.84,0.48,0.48
Z,49.84,2.07,2.07
M,49.84,0.56,0.56
M,49.84,1.35,1.28
M,49.84,0.70,0.68
M,49.84,0.24,0.24
M,49.84,0.26,0.26
M,49.8,4.3,3.7
M,49.83,1.60,1.50
Z,49.83,1.38,1.38
M,49.83,0.85,0.85
M,49.8,0.4,0.4
M,49.82,0.87,0.84
M,49.82,1.62,1.52
M,49.82,1.45,1.45
M,49.82,0.25,0.25
M,49.81,1.54,1.45
M,49.80,1.83,1.71
M,49.80,0.63,0.62
M,49.80,0.55,0.55
M,49.8,3.7,3.7
M,49.8,0.4,0.4
M,49.8,0.3,0.3
M,49.80,2.63,2.38
M,49.80,1.43,1.35
M,49.79,1.69,1.58
M,49.79,0.70,0.70
M,49.79,0.94,0.90
M,49.79,0.23,0.23
Z,49.79,0.25,0.25
M,49.78,1.33,1.26
M,49.8,6.9,5.4
M,49.77,0.74,0.72
M,49.77,0.26,0.26
M,49.77,1.99,1.84
M,49.77,2.04,1.89
M,49.77,1.14,1.14
M,49.77,0.79,0.79
M,49.77,0.31,0.31
M,49.76,4.44,3.77
M,49.75,1.33,1.26
M,49.75,1.72,1.61
M,49.75,0.22,0.22
M,49.7,0.3,0.3
M,49.75,3.00,2.68
M,49.74,1.31,1.25
M,49.74,0.90,0.90
M,49.74,0.66,0.66
M,49.74,0.61,0.61
M,49.74,0.7,0.7
M,49.74,1.61,1.51
M,49.7,7.1,5.5
M,49.74,0.66,0.64
M,49.72,0.89,0.86
M,49.72,0.64,0.62
M,49.71,0.91,0.91
M,49.71,0.81,0.78
Z,49.71,0.29,0.29
M,49.70,1.71,1.60
M,49.70,0.66,0.64
M,49.70,1.08,1.08
M,49.7,0.5,0.5
M,49.70,1.25,1.19
M,49.69,1.45,1.37
M,49.69,2.94,2.63
M,49.69,0.49,0.49
M,49.69,0.53,0.53
M,49.68,1.09,1.05
M,49.68,1.70,1.59
Z,49.68,0.79,0.77
M,49.68,2.37,2.17
M,49.68,1.04,1.00
M,49.67,0.62,0.61
M,49.67,1.37,1.37
M,49.67,0.24,0.24
M,49.67,0.39,0.39
M,49.66,0.59,0.59
M,49.7,1.7,1.7
M,49.66,0.26,0.26
M,49.65,1.51,1.43
M,49.65,0.62,0.62
M,49.65,0.69,0.69
M,49.64,0.26,0.26
M,49.64,0.34,0.34
M,49.64,3.10,2.75
M,49.63,1.53,1.44
M,49.63,1.48,1.40
M,49.63,1.17,1.12
M,49.63,1.22,1.17
M,49.6,2.2,2.2
M,49.62,0.23,0.23
M,49.6,0.8,0.8
Z,49.6,0.6,0.6
M,49.62,0.34,0.34
M,49.61,2.29,2.09
M,49.61,1.65,1.55
M,49.6,0.6,0.6
M,49.61,1.31,1.31
M,49.61,0.32,0.32
M,49.61,0.43,0.43
M,49.61,0.74,0.74
M,49.61,0.70,0.70
Z,49.61,0.33,0.33
M,49.60,0.30,0.30
M,49.6,0.4,0.4
M,49.60,0.77,0.75
M,49.59,0.34,0.34
M,49.59,0.60,0.60
M,49.58,0.45,0.45
M,49.57,0.33,0.33
M,49.6,1.9,1.9
M,49.6,1.5,1.5
M,49.56,0.28,0.28
M,49.56,0.22,0.22
M,49.56,0.70,0.68
M,49.55,0.67,0.67
M,49.55,0.73,0.71
M,49.55,1.76,1.64
M,49.55,1.38,1.31
M,49.54,1.73,1.62
M,49.54,0.24,0.24
M,49.5,1.3,1.3
M,49.54,0.35,0.35
M,49.54,1.19,1.19
M,49.54,1.33,1.26
Z,49.53,0.85,0.85
M,49.53,1.80,1.80
M,49.53,0.88,0.85
M,49.53,0.84,0.81
M,49.52,1.08,1.03
M,49.52,0.76,0.74
M,49.52,0.61,0.60
M,49.51,1.03,0.99
M,49.51,1.13,1.08
M,49.51,0.99,0.99
M,49.51,1.00,0.96
M,49.51,0.24,0.24
M,49.51,0.48,0.48
M,49.50,0.25,0.25
M,49.50,0.27,0.27
M,49.49,0.24,0.24
M,49.5,1.2,1.2
M,49.48,1.38,1.31
M,49.5,8.0,6.1
M,49.47,0.62,0.61
M,49.5,2.9,2.9
M,49.47,0.87,0.84
M,49.46,0.51,0.51
M,49.46,0.77,0.77
M,49.46,1.58,1.48
M,49.46,1.11,1.07
M,49.46,1.85,1.72
M,49.46,0.78,0.78
M,49.46,0.78,0.78
M,49.46,0.79,0.79
M,49.46,0.81,0.81
M,49.46,0.35,0.35
M,49.46,1.16,1.11
M,49.45,0.57,0.57
M,49.45,0.24,0.24
M,49.45,3.22,2.85
M,49.45,0.85,0.85
M,49.45,2.55,2.31
M,49.44,0.25,0.25
M,49.44,0.35,0.35
M,49.44,0.88,0.85
M,49.43,0.88,0.88
M,49.4,3.7,3.7
M,49.4,2.5,2.2
Z,49.43,1.36,1.29
M,49.43,2.76,2.48
M,49.42,1.22,1.17
M,49.42,1.06,1.02
M,49.42,0.95,0.95
M,49.41,2.36,2.15
M,49.41,0.24,0.24
M,49.4,2.6,2.6
M,49.41,2.28,2.09
M,49.41,0.75,0.73
M,49.41,0.34,0.34
M,49.41,0.63,0.63
M,49.40,0.26,0.26
M,49.4,0.4,0.4
M,49.4,0.5,0.5
M,49.4,0.4,0.4
M,49.4,2.9,2.9
M,49.40,0.24,0.24
M,49.40,0.51,0.51
U,49.39,0.38,0.38
M,49.39,0.51,0.51
Z,49.38,0.68,0.67
M,49.38,0.28,0.28
M,49.38,0.27,0.27
M,49.38,4.02,3.45
M,49.38,1.86,1.73
M,49.37,1.55,1.45
M,49.37,0.51,0.51
M,49.37,0.99,0.95
M,49.36,0.41,0.41
M,49.36,0.72,0.70
M,49.36,0.39,0.39
M,49.36,2.20,2.02
M,49.36,1.30,1.30
M,49.35,0.32,0.32
M,49.35,1.39,1.32
M,49.34,27.68,13.05
M,49.34,1.72,1.60
M,49.34,0.32,0.32
Z,49.34,1.98,1.84
M,49.34,1.71,1.60
M,49.34,1.76,1.64
M,49.3,0.3,0.3
M,49.33,3.30,2.91
M,49.3,2.3,2.3
M,49.33,0.48,0.48
M,49.32,1.85,1.72
M,49.31,0.22,0.22
M,49.30,0.37,0.37
M,49.30,1.15,1.15
M,49.30,1.73,1.61
M,49.3,1.4,1.4
M,49.3,0.4,0.4
X,49.3,0.4,0.4
M,49.3,0.4,0.4
M,49.3,0.4,0.4
M,49.30,0.35,0.35
M,49.30,3.66,3.18
M,49.29,0.30,0.30
M,49.29,2.58,2.34
M,49.28,0.25,0.25
M,49.28,1.18,1.12
M,49.28,0.34,0.34
M,49.28,0.93,0.93
M,49.28,2.25,2.25
M,49.3,0.2,0.2
M,49.27,2.37,2.16
M,49.26,2.37,2.16
Z,49.26,0.52,0.52
M,49.26,2.07,1.91
M,49.25,1.14,1.14
M,49.25,1.26,1.26
M,49.25,0.58,0.58
M,49.25,0.59,0.59
M,49.25,0.81,0.81
M,49.25,1.10,1.10
M,49.24,0.25,0.25
M,49.24,0.24,0.24
M,49.24,1.00,0.96
M,49.23,0.98,0.94
M,49.23,1.11,1.07
M,49.23,0.33,0.33
M,49.23,0.67,0.67
M,49.23,1.93,1.93
M,49.23,0.36,0.36
M,49.23,0.73,0.73
M,49.23,2.31,2.12
M,49.22,0.71,0.71
M,49.22,0.35,0.35
M,49.2,0.7,0.7
M,49.21,0.81,0.78
M,49.21,1.02,0.98
M,49.21,1.01,0.97
M,49.21,1.20,1.15
M,49.21,1.04,1.00
M,49.21,0.34,0.34
M,49.20,0.73,0.73
M,49.20,1.28,1.28
M,49.2,0.3,0.3
M,49.2,1.47,1.47
M,49.2,0.4,0.4
M,49.19,0.86,0.84
M,49.19,1.26,1.20
M,49.19,3.59,3.13
M,49.19,1.31,1.25
M,49.19,1.02,0.98
M,49.18,0.89,0.86
M,49.18,0.24,0.24
M,49.18,3.19,3.19
M,49.18,0.34,0.34
M,49.18,1.20,1.14
M,49.18,0.45,0.45
M,49.18,0.58,0.58
M,49.18,0.95,0.95
M,49.2,1.9,1.9
M,49.17,0.34,0.34
M,49.17,1.35,1.28
M,49.17,1.08,1.04
M,49.16,1.22,1.22
M,49.16,0.37,0.37
M,49.16,4.08,3.50
M,49.16,0.86,0.83
M,49.15,0.43,0.43
M,49.15,0.23,0.23
M,49.14,0.74,0.72
M,49.13,2.65,2.40
Z,49.13,1.46,1.46
M,49.13,0.86,0.83
M,49.13,0.57,0.57
M,49.13,0.77,0.77
M,49.13,1.24,1.18
M,49.13,0.28,0.28
M,49.12,1.54,1.45
M,49.12,0.75,0.73
M,49.12,1.27,1.20
M,49.11,1.38,1.31
M,49.11,2.37,2.16
M,49.10,0.35,0.35
M,49.10,0.59,0.59
M,49.10,0.71,0.71
Z,49.1,0.6,0.6
M,49.1,0.4,0.4
X,49.1,0.3,0.3
M,49.1,0.3,0.3
M,49.10,0.34,0.34
M,49.09,0.79,0.77
M,49.09,1.06,1.01
Z,49.09,0.78,0.75
M,49.09,1.57,1.57
M,49.08,0.35,0.35
M,49.08,1.05,1.05
M,49.08,0.24,0.24
M,49.08,7.17,5.55
M,49.07,0.25,0.25
M,49.06,0.56,0.56
M,49.06,1.29,1.22
M,49.1,4.1,4.1
M,49.05,7.50,5.74
M,49.05,0.67,0.67
M,49.05,0.63,0.63
M,49.05,0.55,0.55
M,49.05,0.80,0.77
M,49.05,0.3,0.3
M,49.05,0.73,0.71
M,49.05,0.23,0.23
M,49.05,1.38,1.30
M,49.04,0.34,0.34
M,49.04,1.87,1.73
M,49.04,2.89,2.59
M,49.03,0.24,0.24
M,49.03,1.28,1.22
M,49.03,3.17,2.81
M,49.02,2.27,2.08
M,49.02,1.58,1.48
M,49.02,0.66,0.64
M,49.02,5.03,4.17
M,49.01,1.54,1.45
M,49.0,5.1,5.1
M,49.01,0.21,0.21
M,49.01,1.18,1.12
U,49.00,0.59,0.59
M,49.00,3.84,3.32
M,49.00,1.38,1.38
X,49,1,1
Z,49,0.52,0.52
M,49,0.42,0.42
M,49,0.4,0.4
M,49.00,4.14,3.54
M,48.98,0.43,0.43
M,48.98,0.27,0.27
X,49.0,0.8,0.8
M,48.98,1.15,1.15
M,48.98,0.32,0.32
M,48.98,1.67,1.56
M,48.97,0.76,0.74
M,48.97,1.24,1.24
M,48.97,0.97,0.97
M,48.96,2.00,1.85
M,48.96,4.78,4.00
M,48.95,1.38,1.31
M,48.95,0.61,0.61
M,48.95,0.73,0.73
M,48.95,1.90,1.76
M,48.95,1.41,1.41
M,48.95,0.68,0.68
M,48.95,0.23,0.23
M,48.95,1.06,1.02
M,48.94,0.74,0.71
M,48.9,1.5,1.5
M,48.93,2.60,2.35
M,48.93,0.91,0.91
M,48.93,3.70,3.21
M,48.93,0.25,0.25
