Type,d(29Si/28Si),d(30Si/28Si)
M,43,16
M,-6,16
M,11,16
M,-8,16
M,27,16
M,37,16
M,49,16
M,-35,16
M,-31,16
M,-24,16
Y,-20,16
Y,-20,16
Y,-13,16
M,-12,16
M,-10,16
AB,-4,16
AB,-3,16
M,-3,16
M,-2,16
M,4,16
AB,5,16
M,7,16
M,10,16
M,10,16
M,12,16
AB,25,16
M,27,16
AB,34,16
M,41,16
M,43,16
M,48,16
M,56,16
M,-23,16
M,-7,16
M,3,16
M,19,16
M,20,16
M,14,16
M,-2,16
M,10,16
M,39,16
M,-34,16
M,-8,16
M,7,16
M,39,16
M,20,16
M,37,16
M,33,16
M,-1,16
M,6,16
M,17,16
M,3,16
M,-14,16
M,26,16
M,-1,16
M,21.2,16.2
M,13,16
M,20,16
Y,42,16
M,10,16
M,-40,16
M,32,16
Z,-88,16
M,-17,16
M,4,16
M,4,16
M,10,16
M,13,16
M,17,16
M,27,16
M,33,16
M,50,16
M,56,16
M,83,16
M,31,16
M,25,16
M,9,16
AB,-5.64,16.40
M,19.51,16.40
M,-17,16
M,5.4,16.4
M,22.5,16.4
M,2,16
Y,-19,16
AB,-3,16
M,37.9,16.5
M,29,17
M,38,17
M,22,17
AB,-11,17
M,40,17
AB,-24,17
M,-9,17
M,-7,17
M,-5,17
M,4,17
M,29,17
M,34,17
M,19,17
M,13,17
M,-24,17
M,21,17
M,7,17
M,1,17
M,5,17
M,37.6,16.7
M,34,17
M,33,17
M,26,17
M,13,17
Z,-37,17
Y,-24,17
Y,-12,17
M,3,17
M,8,17
M,12,17
M,36,17
M,3,17
M,20,17
M,-5,17
M,-7,17
M,26,17
AB,35,17
M,-9.4,16.8
M,41,17
M,-5,17
M,-3,17
Y,-34,17
M,-25,17
M,-14,17
M,-9,17
M,-4,17
M,3,17
M,3,17
M,3,17
M,23,17
M,29,17
M,-18.0,16.9
M,10,17
M,4,17
M,5,17
M,30,17
M,-13,17
M,-23,17
Z,-60,17
Y,-35,17
Z,-30,17
M,-21,17
Y,-17,17
AB,-14,17
M,-8,17
M,-6,17
M,-1,17
M,5,17
M,7,17
M,11,17
M,13,17
M,31,17
AB,37,17
M,60,17
M,83,17
M,-3,17
M,32,17
M,45,17
M,17,17
M,-16,17
M,2,17
M,9,17
M,12,17
M,26,17
M,32,17
Y,-7,17
M,27,17
M,0,17
M,82,17
M,10,17
M,-3,17
M,0,17
M,6,17
M,12,17
M,15,17
M,58,17
M,-17,17
M,-11,17
M,18,17
M,-5,17
M,-4,17
M,28,17
M,41,17
M,30,17
M,4,17
M,6,17
M,18,17
M,24,17
M,26,17
M,29,17
M,29,17
M,7,17
M,4,17
M,-4,17
M,-83,17
M,15,17
M,-6,17
M,-2,17
M,-3,17
M,24,17
M,-34,17
M,-27,17
M,19,17
M,-5.0,17.3
M,-4,17
M,30,17
M,34,17
U,79,17
M,16,17
M,10,17
M,-5,17
Z,-179,17
Z,-71.5,17.4
M,10,17
M,13,17
M,18,17
M,27,17
M,12,17
M,52,17
Z,-36,17
M,6,17
M,-8,17
M,17,17
Z,-48,17
M,11,17
M,7,17
M,-28,18
M,12,18
M,17,18
M,2,18
M,18,18
M,-15,18
M,33,18
M,21,18
M,-12,18
M,-34,18
M,35,18
AB,0,18
M,41,18
M,10,18
M,23,18
M,31,18
M,46,18
AB,1,18
M,56,18
M,4,18
M,13,18
M,41,18
M,14,18
M,-22,18
M,0,18
M,-21,18
Y,-17,18
M,-8,18
M,-7,18
Y,-3,18
M,13,18
M,14,18
M,24,18
M,28,18
M,37,18
M,0,18
M,24,18
M,6,18
Y,-2,18
M,30.2,17.9
M,26,18
Y,-42,18
Y,-5,18
M,11,18
M,13,18
M,32,18
M,11,18
M,0,18
M,-9,18
AB,-5,18
M,18,18
M,14,18
M,11,18
M,1,18
AB,-34,18
M,-31,18
M,-17,18
M,-13,18
M,-7,18
M,0,18
M,3,18
M,8,18
M,12,18
M,12,18
M,18,18
M,19,18
M,24,18
M,24,18
M,24,18
M,26,18
M,26,18
M,32,18
M,32,18
M,40,18
M,48,18
M,28,18
M,4,18
M,9,18
M,33,18
M,-8,18
M,24,18
M,8,18
M,-24,18
M,-17,18
M,-17,18
M,-3,18
M,11,18
M,17,18
M,23,18
M,9,18
M,-6,18
M,17,18
M,24,18
M,-19.74,18.16
M,-6,18
M,35,18
M,35,18
M,-11.0,18.2
M,107,18
M,6,18
M,-32,18
M,67,18
M,28,18
M,-57,18
M,-37,18
AB,-23.7,18.3
M,3,18
M,14,18
M,16,18
M,-35,18
M,-3,18
M,6,18
M,13,18
M,16,18
M,20,18
M,9,18
M,6.7,18.4
M,-19,18
M,32.7,18.4
M,6,18
M,-10,18
M,10,18
M,-19,18
Y,1,18
M,22,19
M,18,19
Y,-13,19
M,-9,19
M,-2,19
M,5,19
M,43,19
M,16,19
M,34,19
M,-10,19
M,3,19
M,44,19
M,24,19
M,25,19
M,58,19
M,15,19
M,27,19
M,-9,19
M,15,19
M,-21,19
M,30,19
M,9,19
M,37,19
M,-16,19
M,-8,19
M,3,19
M,10,19
M,10,19
M,19,19
M,20,19
M,15,19
AB,-13,19
Y,-15,19
M,73,19
M,1,19
M,4,19
M,10,19
M,16,19
M,17,19
Y,-22.6,18.8
AB,28,19
M,54.9,18.8
M,12,19
M,11,19
AB,-6,19
M,11,19
M,22,19
M,25,19
M,-5,19
AB,0,19
M,10,19
M,-18,19
Z,-47,19
Y,-7,19
M,4,19
M,10,19
AB,13,19
M,28,19
M,36,19
M,31,19
Z,-47,19
Z,-32,19
Z,-21,19
M,-18,19
M,-17,19
M,-16,19
AB,-7,19
M,-6,19
M,-5,19
M,-3,19
M,-3,19
M,-2.0,19.0
M,-2,19
M,5,19
M,6,19
M,8,19
M,13.6,19.0
AB,14,19
M,16,19
M,18,19
M,19,19
M,21,19
M,26,19
M,26,19
AB,27,19
M,29,19
M,30,19
AB,32,19
M,32,19
M,56,19
M,22,19
M,32,19
M,32,19
M,27.4,19.0
M,30,19
M,-26,19
M,1,19
M,-7,19
M,6,19
M,10,19
M,29,19
M,39,19
M,22,19
M,21,19
M,28,19
M,-15,19
M,15,19
M,-2,19
AB,-59,19
M,67,19
M,26,19
M,-6,19
M,4,19
M,32,19
M,-9,19
M,24,19
M,7,19
M,23,19
M,17,19
M,-33,19
M,-16,19
M,-5,19
M,54,19
M,13,19
M,7.6,19.3
M,37.4,19.3
M,-9,19
M,18,19
M,19,19
M,-6,19
M,33,19
M,18,19
AB,14,19
M,17,19
M,-2,19
M,4,19
M,26,19
M,56,19
M,22,19
M,19,19
M,2,19
AB,44,19
M,-35,20
M,10,20
M,45.4,19.5
M,58.9,19.5
M,35,20
M,-6,20
M,23,20
M,-15,20
M,-9,20
M,-2,20
M,4,20
M,17,20
M,25,20
M,26,20
M,14,20
M,4,20
M,-0.6,19.6
M,14,20
M,56,20
M,15,20
M,40,20
M,18,20
M,2,20
M,42,20
M,39,20
AB,-1,20
M,2,20
M,45,20
M,-21,20
M,11,20
M,15,20
M,20,20
M,18,20
M,7,20
M,15,20
AB,17,20
M,44,20
M,27,20
M,-39,20
M,10,20
M,15,20
M,19,20
M,43,20
M,26,20
M,-9,20
M,31,20
M,12,20
M,39,20
M,-5,20
M,20,20
M,2.8,19.9
M,51,20
M,26.94,19.93
M,5,20
M,22,20
M,-25,20
AB,-7,20
M,1,20
M,17,20
AB,20,20
M,21,20
AB,-7,20
M,7,20
M,-45,20
Z,-17,20
Y,-16,20
M,1,20
M,6,20
M,11,20
M,14,20
M,16,20
AB,17,20
M,27,20
M,32,20
M,32,20
AB,33,20
M,39,20
M,48,20
AB,57,20
M,65,20
M,18,20
M,21,20
M,27,20
M,-13,20
M,-1,20
M,-6,20
M,66,20
M,9,20
M,21,20
M,-7,20
M,-33,20
M,47,20
M,15,20
M,-10,20
M,33,20
M,28,20
M,22,20
M,9,20
M,-4,20
M,21,20
Y,-38,20
M,-37,20
M,-19,20
M,1,20
M,2,20
M,7,20
M,11,20
M,12,20
M,13,20
M,15,20
M,17,20
M,24,20
M,47,20
M,75,20
M,4,20
M,17,20
M,25.3,20.2
M,-18,20
M,66,20
M,13,20
M,8,20
M,13,20
M,55,20
AB,-26,20
Y,-6,20
M,2,20
M,7,20
M,45,20
M,16,20
M,40,20
M,18,20
M,27.9,20.3
M,50,20
M,58,20
M,46,20
M,-22,20
M,64,20
M,85,20
M,11,20
M,15,20
M,16,20
M,8,20
M,27,20
AB,0,20
M,3,20
M,9,20
M,-2,20
M,-27,20
Y,-31,20
M,-12,20
M,-5,20
M,3,20
M,15,20
M,40,20
M,23,20
Z,-106,20
M,36,20
M,7,20
Y,-3.8,20.5
M,18,21
M,20,21
M,34,21
M,70,21
M,25,21
M,-6,21
M,-6,21
M,8,21
M,19,21
M,10,21
M,22,21
M,-17,21
M,6,21
M,30,21
AB,10,21
M,-3,21
M,29,21
M,12,21
M,18,21
AB,-1,21
M,13,21
M,21,21
M,-17,21
M,49,21
Y,-29,21
M,-8,21
M,6,21
M,12,21
M,25,21
M,26,21
M,29,21
M,-29,21
M,-1,21
M,-17,21
M,33.4,20.8
M,27,21
M,42,21
M,13,21
M,20,21
AB,-3,21
M,3,21
M,10,21
Y,15,21
M,20,21
M,21,21
M,23,21
M,35,21
M,10,21
M,13,21
M,15,21
M,-10,21
M,44,21
M,35,21
M,11,21
M,7,21
M,9,21
M,22,21
M,27,21
M,24,21
M,10,21
M,49,21
M,-23,21
M,-22,21
M,-22,21
M,-20,21
M,-12,21
M,-9,21
M,-6,21
AB,-1,21
Y,3,21
M,3,21
M,7,21
AB,9,21
M,10,21
M,10,21
M,16,21
M,17,21
M,20,21
M,21,21
AB,29,21
M,30,21
M,33,21
M,35,21
M,42,21
M,43,21
M,-12,21
M,-13,21
M,11,21
M,12,21
M,-10,21
M,12,21
M,28,21
AB,45,21
M,-5,21
M,-8,21
M,24,21
Y,1,21
M,29.99,21.10
M,19,21
AB,59,21
M,-1,21
M,-12,21
M,17,21
M,21,21
M,34,21
Y,-42,21
M,-16,21
M,45,21
M,-12,21
M,-2.3,21.2
M,2.5,21.2
M,40,21
M,26,21
M,-15,21
M,21,21
M,62,21
M,-63,21
M,7,21
M,19,21
M,-6,21
M,76,21
M,12,21
M,-10,21
M,-5,21
M,3,21
M,9,21
M,16,21
M,24,21
M,50,21
M,21,21
Z,-104,21
M,35,21
M,-10,21
M,28,21
M,-19,21
M,-8,21
M,23,21
M,26,21
M,33,21
M,55,21
M,17,21
M,31,21
M,113.6,21.5
M,24,22
M,-23,22
M,39,22
M,36,22
Y,-21,22
M,-41,22
M,17,22
M,9,22
M,-1,22
M,-8.9,21.6
M,26,22
M,55,22
M,25,22
M,72,22
M,30,22
AB,-39,22
M,2,22
M,5,22
M,10,22
M,28,22
M,39,22
AB,61,22
M,65,22
Z,-62,22
M,19.89,21.69
M,-3,22
M,2,22
M,19,22
M,51,22
M,35,22
M,25,22
M,25,22
M,-7,22
M,19,22
M,10,22
M,14,22
M,34,22
M,41,22
M,8,22
M,14,22
M,19,22
M,25,22
M,-5,22
M,62,22
M,3,22
M,12,22
M,27.9,21.9
M,-4,22
M,30,22
M,-16,22
M,-12,22
M,-2,22
M,26,22
M,31,22
M,-5,22
M,22,22
M,22,22
Z,-196,22
AB,-20,22
M,-17.3,22.0
M,-15,22
M,-12,22
M,-11.0,22.0
M,-8,22
M,-1,22
M,3,22
AB,6,22
M,11,22
M,19,22
AB,32,22
M,33,22
AB,41,22
M,42,22
M,46,22
M,49,22
M,49,22
M,100,22
M,-2,22
M,10,22
M,14,22
M,15,22
M,34,22
M,8,22
M,28,22
M,51,22
M,20,22
M,3,22
M,-20,22
M,22.4,22.1
M,31.7,22.1
M,-11,22
M,24,22
M,22,22
M,-26,22
M,31,22
M,2,22
M,35,22
Y,-28,22
M,-33.3,22.2
M,-1,22
M,0,22
M,22.7,22.2
M,31,22
Z,-43,22
Y,-13,22
M,-13,22
M,-3,22
M,7,22
M,23,22
M,0,22
M,17,22
M,15,22
M,-23,22
M,43,22
M,24,22
AB,7.4,22.3
M,-12,22
M,-3,22
AB,1,22
M,15,22
M,23,22
M,51,22
M,47,22
M,16,22
M,45,22
M,37,22
M,-10,22
M,-1,22
Y,-10,22
M,46,22
M,5,22
M,22,22
Y,-5,22
M,31,22
M,49,22
M,29,22
M,-15,22
Y,-31,23
M,-8.6,22.5
M,-2,23
M,8,23
Y,11.2,22.5
M,6,23
M,67,23
M,21,23
M,-4,23
M,15,23
M,18,23
M,20,23
M,22,23
M,34,23
M,37,23
AB,49,23
AB,37,23
M,18,23
M,19,23
M,-9,23
Y,-27.9,22.6
M,22,23
Y,-25,23
AB,-2,23
M,17,23
M,20,23
M,21,23
AB,40,23
M,54,23
M,3,23
Z,-59,23
M,47,23
M,6,23
M,10,23
Y,-4,23
M,-22,23
Y,-36,23
M,14,23
M,8,23
M,15,23
M,22,23
AB,9,23
M,7,23
Y,-18.0,22.8
Y,0.1,22.8
M,22,23
M,26,23
M,29,23
M,20,23
M,29,23
M,-7,23
M,3,23
M,7,23
M,15,23
M,20,23
M,35,23
M,38,23
M,44,23
M,49,23
M,62,23
M,43,23
M,26,23
M,42,23
M,59,23
Z,-22.6,22.9
M,36.5,22.9
M,32,23
M,43,23
M,10.5,22.9
M,9,23
M,27,23
M,26,23
M,34,23
M,-25,23
M,-21,23
M,-20,23
M,-10,23
M,-8,23
Y,-3,23
AB,0,23
M,2,23
M,12,23
M,15,23
M,28,23
M,28.2,23.0
M,29,23
AB,32,23
M,33,23
M,34,23
M,43,23
M,47.4,23.0
AB,62,23
AB,62,23
M,65,23
M,-20,23
M,-13,23
M,19,23
M,21,23
M,6,23
M,21,23
M,50,23
M,50,23
M,37,23
M,5,23
Y,9,23
M,14,23
M,12,23
Y,-11,23
M,-2,23
M,26,23
M,19,23
AB,5.60,23.16
M,20,23
AB,-3,23
AB,27,23
M,30,23
M,11,23
M,19,23
M,31.7,23.2
M,57,23
AB,52,23
M,27,23
M,8,23
M,4,23
M,32,23
M,-4,23
M,62,23
M,30,23
M,26,23
M,28,23
M,3,23
M,26,23
M,30,23
M,34,23
M,22,23
M,-14,23
Y,-40,23
M,-19.7,23.4
M,17.3,23.4
M,-28,23
M,0,23
M,8,23
M,29,23
M,32,23
M,5,23
M,5.60,23.46
M,8,23
M,29,23
M,-5,23
M,4,23
Y,13,23
M,18,23
M,29,23
Y,-22.4,23.5
M,22.5,23.5
M,-15,23
M,20,23
M,22,24
AB,44,24
M,43,24
M,-19,24
M,-7,24
M,11,24
M,17,24
M,22,24
M,39.8,23.6
M,29,24
M,29,24
M,7,24
M,19,24
M,51,24
M,1,24
M,9,24
M,29,24
M,-7,24
M,19,24
M,9.3,23.7
AB,21,24
M,3,24
M,-7,24
M,16,24
M,44,24
AB,-20,24
M,8,24
M,28.8,23.7
M,-14,24
M,14,24
M,-24,24
Y,-13,24
M,-10,24
M,-9,24
M,1,24
AB,2,24
M,6,24
M,14,24
M,27,24
M,40,24
M,-25,24
M,24,24
M,51,24
M,8,24
Y,-17,24
M,10,24
M,22,24
M,37,24
M,3,24
M,-20,24
M,41,24
AB,26,24
M,43,24
M,20,24
M,20,24
M,6,24
M,50,24
M,2,24
M,23,24
M,22.2,23.9
M,13,24
M,33,24
M,-5,24
M,-18,24
M,-1,24
M,18.3,24.0
Y,-12,24
M,3,24
M,-31,24
Z,-172,24
M,-42,24
AB,-21,24
M,-21,24
M,-18,24
M,-17,24
M,-15,24
M,-12,24
AB,-8,24
M,1,24
M,2,24
M,3,24
M,4,24
M,6,24
M,6,24
M,9,24
M,10,24
M,13,24
AB,15,24
M,15,24
M,15.7,24.0
M,18,24
M,63,24
M,68,24
M,-1,24
M,3,24
M,18,24
M,18,24
M,19,24
M,25,24
M,25,24
M,35,24
M,36,24
M,39,24
M,54,24
M,60,24
M,21,24
M,-3,24
M,0,24
M,17,24
M,2,24
M,14,24
M,20,24
M,13,24
M,17,24
M,25,24
M,-49,24
M,9,24
M,22,24
M,43,24
M,80,24
M,18,24
M,12,24
AB,16,24
M,1.7,24.2
M,14,24
M,30,24
M,17,24
M,-2,24
M,17,24
M,5,24
M,26,24
M,-21,24
M,43,24
M,28,24
M,47,24
M,-9,24
M,-5,24
M,0,24
M,1,24
M,10,24
M,16,24
M,19,24
M,26,24
M,28,24
AB,30,24
M,32,24
M,42,24
M,37,24
M,23,24
M,58,24
M,9,24
U,74,24
Y,-12,24
M,32,24
M,15,24
M,21,24
M,14,24
M,10,24
M,11,24
M,16,24
U,79,24
M,26,24
M,-8,24
M,14,24
M,20.1,24.5
M,43,25
M,41,25
M,5,25
M,6,25
M,19,25
M,36,25
M,8,25
Y,-15,25
M,11,25
M,14,25
M,16,25
M,20,25
M,39,25
M,47,25
M,51,25
Y,-71,25
AB,5.1,24.6
M,33,25
M,34,25
M,30,25
M,44,25
M,24,25
M,35,25
M,9,25
M,-9,25
M,8,25
M,9,25
M,25,25
M,37,25
M,38,25
M,39,25
AB,40,25
M,12,25
M,23,25
M,18,25
M,68,25
M,-5.9,24.7
Y,1,25
M,-5,25
M,30,25
M,38,25
M,-29.4,24.8
M,17.8,24.8
M,57,25
M,10,25
M,4,25
M,-10,25
M,13,25
M,5,25
M,27,25
Z,-85,25
M,-33,25
M,-29,25
M,-9,25
M,0,25
M,18,25
M,20,25
M,35,25
M,37,25
M,102,25
M,56,25
M,37,25
M,-14,25
M,-13,25
M,-10,25
M,20,25
M,21,25
M,30,25
M,11.8,25.0
M,19.1,25.0
Z,-37,25
Z,-27,25
M,-21,25
M,-13,25
M,-12,25
M,-11,25
M,-10,25
M,-5,25
AB,0,25
M,0,25
M,4,25
M,6,25
M,12,25
M,14,25
M,16,25
M,17,25
M,18,25
M,20,25
M,21,25
M,21,25
M,23,25
M,29,25
M,30,25
M,32,25
M,32,25
M,33,25
M,34,25
M,37,25
M,45,25
M,45,25
M,46,25
M,46,25
M,79,25
M,21,25
M,2,25
M,-14,25
M,25,25
M,3,25
M,1,25
U,171,25
Z,-29,25
M,24,25
M,14,25
M,27,25
M,2,25
M,4,25
M,9,25
M,-2,25
M,17,25
M,-11,25
Y,-19.9,25.2
M,10.5,25.2
M,-29,25
M,-6,25
M,20,25
M,22,25
M,26,25
M,30,25
M,-10,25
M,19,25
M,29,25
M,45,25
M,40,25
Y,-25,25
M,71,25
M,1,25
M,31,25
Y,-10,25
M,-2,25
M,36,25
M,20,25
M,50,25
M,19,25
AB,37.3,25.3
M,-26,25
M,-31,25
M,-3,25
M,18,25
Z,-37,25
Y,0.1,25.4
M,78.1,25.4
M,54,25
M,51,25
M,23,25
M,14,25
M,12,25
M,55,25
M,23,25
M,58,25
M,40,25
M,12,25
M,-35,25
Y,-15,25
M,10,25
M,26,25
M,22,25
M,27,25
M,9,26
M,-6,26
Y,-5,26
M,9,26
M,10,26
M,19,26
M,23,26
M,32,26
M,37,26
M,5,26
M,15,26
M,37,26
M,17,26
M,17,26
M,26,26
M,3,26
M,-21,26
M,15,26
M,16,26
M,35.5,25.7
M,42,26
M,14,26
M,11,26
M,11,26
M,75,26
M,6,26
M,20,26
M,16,26
M,43,26
M,33,26
M,17,26
M,30,26
M,32,26
M,20,26
M,37,26
M,33,26
M,0,26
Y,-17,26
Y,0,26
M,2,26
M,19,26
M,27,26
M,43,26
M,10,26
M,33,26
M,-8,26
M,9,26
M,12,26
M,17,26
AB,-4.2,25.9
M,14.2,25.9
M,34.5,25.9
M,18,26
M,41,26
M,-1.6,25.9
M,17.8,25.9
Z,-84,26
M,33,26
M,19,26
M,25,26
M,18,26
M,33,26
M,12,26
M,-8,26
AB,26,26
Z,-59,26
M,-22,26
M,-21,26
M,-9,26
M,-8,26
M,-7,26
Y,2,26
M,3,26
M,4,26
M,9,26
M,13,26
Y,16,26
M,17,26
M,17,26
M,21,26
M,23,26
M,25,26
M,29,26
M,31,26
M,32,26
M,33,26
AB,34,26
M,36,26
M,42,26
AB,54,26
M,54,26
AB,55,26
M,55,26
M,17,26
M,22,26
M,31,26
M,9,26
M,49,26
M,-15,26
M,-38,26
M,-32,26
M,-17,26
Y,-16,26
M,-13,26
Y,3,26
M,6,26
M,17,26
M,18,26
M,38,26
M,39,26
M,-7,26
M,-5,26
M,31.6,26.1
AB,-35,26
M,-6,26
M,26,26
M,28,26
M,35,26
M,12,26
M,30,26
M,59,26
M,8,26
M,36,26
M,10,26
M,12,26
M,13,26
M,-10,26
M,-10,26
M,52,26
M,-31,26
M,18.6,26.2
M,-6,26
M,9,26
M,-13.9,26.2
M,1,26
M,-2,26
M,32,26
M,40,26
AB,0,26
M,25,26
M,-45,26
M,27,26
M,-16,26
M,12,26
M,17,26
M,40,26
M,29,26
M,22,26
Z,-69,26
Z,-57,26
M,1,26
M,5,26
M,12,26
M,16,26
M,18,26
M,22,26
M,23,26
M,29,26
M,50,26
M,67,26
Z,-44,26
M,15,26
M,14,26
M,95.9,26.4
M,1,26
M,7,26
M,25,26
M,33,26
M,34,26
M,32,26
M,-2,26
M,31,26
M,38,26
M,28,26
M,10,26
AB,-5.6,26.5
M,58,26
M,38,26
M,4,27
M,22,27
M,37,27
M,10,27
M,25,27
AB,55,27
M,53,27
M,28,27
M,9,27
M,39,27
M,14,27
M,21,27
M,23,27
M,37,27
M,-13,27
M,11,27
M,30,27
M,22,27
M,12,27
M,43,27
Y,-27,27
M,16,27
M,18,27
M,37,27
M,58,27
M,89,27
M,3,27
M,64,27
M,27,27
M,39,27
M,12.08,26.70
M,7,27
M,15,27
M,18,27
M,37,27
M,41,27
M,8,27
AB,17,27
M,-5,27
M,11,27
M,34,27
M,-16,27
AB,22,27
Z,-18.8,26.8
M,6,27
M,-9.2,26.8
M,16,27
M,34.4,26.8
M,21,27
M,6,27
M,15,27
M,13,27
M,23,27
M,16,27
M,11,27
M,-7,27
M,0,27
M,25,27
M,-31.1,26.9
Y,-20,27
Y,-12.5,26.9
M,18.9,26.9
M,15,27
M,1,27
M,37,27
M,-2,27
M,33,27
M,9,27
M,-14,27
M,-32,27
AB,-3,27
M,1,27
M,12,27
M,17,27
M,21,27
M,29,27
M,40,27
M,42,27
M,72,27
U,95,27
M,1,27
Y,-5,27
M,6,27
M,21,27
M,-95,27
Z,-69,27
M,-30,27
M,-9,27
M,-8,27
M,-6,27
M,0,27
M,8,27
M,8,27
M,11,27
M,11,27
M,16,27
M,17,27
M,21,27
M,22,27
M,34,27
M,34.6,27.0
M,36,27
M,40,27
Y,45,27
AB,51,27
M,58,27
M,69,27
M,16,27
M,-4,27
M,9,27
M,49,27
M,8,27
M,18,27
M,56,27
M,15,27
AB,-16,27
M,50,27
M,-25,27
M,-22,27
M,-19,27
M,2,27
M,48,27
M,32,27
M,-15,27
M,7,27
M,14,27
M,48,27
M,16,27
M,17,27
M,45,27
M,-25,27
M,14.3,27.2
M,45,27
M,38,27
M,55,27
Y,9,27
M,20,27
M,13,27
M,22,27
Y,-28,27
Y,-19,27
M,16,27
M,47,27
M,49,27
M,32,27
Y,-23,27
M,-2,27
Y,-1,27
M,20,27
M,35,27
M,-8,27
M,17,27
M,0,27
M,21,27
M,34,27
M,12,27
M,9,27
M,14,27
M,25,27
M,20,27
M,21,27
M,22,27
M,15,27
AB,-2.2,27.4
M,14,27
M,48,27
M,7,27
M,21,27
M,12,27
M,26,27
AB,1,28
M,8,28
M,34,28
M,12,28
M,1,28
M,1,28
M,26,28
M,46,28
AB,1,28
M,65,28
M,-27,28
Y,-12,28
M,-3,28
M,8,28
M,31,28
M,31,28
M,34,28
M,43,28
M,-6,28
M,36,28
Z,-35,28
M,15,28
M,22,28
M,22.2,27.6
M,17,28
M,-12,28
M,13,28
M,30,28
M,33,28
M,37,28
M,25,28
M,15,28
M,35,28
M,36,28
M,40,28
M,3,28
M,27,28
M,78,28
M,27,28
M,31,28
M,12,28
M,23.3,27.9
M,29,28
Z,-84,28
M,-19,28
Y,-4,28
M,-1,28
M,5,28
M,18,28
M,22,28
M,34,28
M,52,28
M,64,28
M,67,28
M,19,28
M,25,28
M,25,28
M,27,28
M,41,28
M,45,28
M,30,28
M,20,28
M,53,28
M,32,28
M,49,28
M,19,28
M,-4,28
M,48,28
M,44,28
M,-56,28
AB,-55,28
M,-45,28
Y,-37,28
Y,-30,28
M,-21,28
M,-13,28
M,-9,28
Y,-6.3,28.0
M,2,28
AB,2,28
M,4,28
M,10,28
M,12,28
M,13,28
M,14,28
M,18,28
M,20,28
M,21,28
M,23,28
M,24.4,28.0
AB,26,28
M,29,28
M,29,28
M,30,28
AB,33,28
M,34,28
M,34,28
M,38,28
M,41.2,28.0
M,42,28
M,43,28
M,46,28
M,12,28
M,9,28
M,58,28
M,28,28
M,26,28
M,29,28
AB,54,28
Y,-21,28
M,49,28
M,17,28
M,9,28
M,55,28
M,-6,28
M,35,28
M,-14,28
Y,-2,28
M,0,28
M,12,28
M,29,28
M,31,28
M,14,28
M,16,28
AB,48,28
M,9,28
M,14.3,28.2
M,35,28
M,0,28
M,19,28
M,57,28
M,23,28
M,30,28
M,22,28
M,43,28
M,34,28
M,-21,28
M,17,28
Z,-23,28
M,36,28
M,14,28
M,12,28
M,-3,28
M,6,28
M,93,28
M,41,28
M,3,28
M,0,28
M,33.7,28.4
M,43,28
M,19,28
M,25,28
M,29,28
M,33,28
M,22,28
Z,-75,28
M,-31,28
M,-19,28
M,-5,28
M,-2,28
M,6,28
M,6,28
M,7,28
M,8,28
M,14,28
M,26,28
M,28,28
M,28,28
M,60,28
M,74,28
M,15,28
M,20,28
M,30,28
M,34,28
M,45,28
M,50,28
M,14.74,28.46
M,50,28
M,31,28
M,6,28
M,6.8,28.5
M,27,28
M,58,28
M,22,28
Z,-96,29
Y,47.8,28.5
M,18,29
M,-26,29
M,-8,29
M,46,29
M,35,29
M,9,29
M,-2,29
M,10,29
M,42,29
M,37,29
M,34,29
M,38,29
M,22,29
M,6,29
M,12,29
M,43,29
M,28,29
M,15,29
M,16,29
M,-8,29
M,21,29
M,16.1,28.7
M,-6,29
AB,-25,29
Z,-45,29
M,-3,29
M,11,29
M,11,29
M,14,29
M,17,29
M,36,29
M,58,29
M,21,29
M,4,29
M,9,29
M,29,29
M,9,29
M,31,29
M,45,29
M,8,29
M,24,29
Y,-40,29
M,46,29
M,40,29
M,-21,29
M,27,29
Z,-121.0,28.9
M,32.3,28.9
M,34.8,28.9
M,34,29
M,31,29
Z,-141,29
Z,-141,29
M,-10,29
AB,-6,29
M,-6,29
M,-4,29
AB,-2,29
M,3,29
M,5,29
M,11,29
M,11,29
M,13,29
M,20,29
AB,23,29
M,31,29
AB,35,29
M,35,29
M,39,29
M,41,29
M,42,29
M,45,29
AB,47,29
M,48,29
M,51,29
M,60,29
AB,64,29
M,67,29
M,47,29
M,37,29
M,65,29
Z,-44,29
M,-35,29
M,1,29
M,7,29
M,35,29
Z,-115,29
M,-9,29
M,-5,29
M,2,29
M,12,29
M,14,29
M,64,29
M,5,29
M,18,29
M,27,29
M,31,29
M,53,29
M,9,29
M,18,29
M,17,29
M,26,29
AB,25,29
M,31,29
M,3,29
M,38,29
M,-14,29
M,7,29
M,16,29
M,4,29
AB,30,29
M,56.7,29.2
M,-49,29
M,23,29
M,59,29
M,51,29
M,23,29
M,32,29
M,64,29
M,13,29
Z,-61,29
M,41.3,29.3
M,32.3,29.3
M,2,29
M,12,29
M,35,29
M,36,29
M,52,29
M,47,29
M,7,29
Z,-45,29
M,-28,29
Y,-5,29
M,37,29
M,47,29
M,-18,29
M,-18,29
M,44,29
M,54,29
M,9,29
M,14,29
AB,37,29
M,26,29
M,40,29
M,-4,29
M,43,29
M,9,29
M,40,29
M,40,29
M,48,29
AB,-28,29
M,25,29
M,-48,29
M,-6,30
M,19,30
M,24.1,29.5
M,45,30
