Type,12C/13C,errplus12C13C,errminus12C13C
2,41.07,0.28,0.28
2,41.07,0.42,0.42
2,41.06,0.11,0.11
2,41.05,0.52,0.52
2,41.05,1.46,1.36
2,41.02,1.24,1.17
2,41.02,2.14,1.94
2,41,0.6,0.6
2,41,1.45,1.35
2,41,1.6,1.6
2,40.99,1.21,1.21
2,40.99,8.9,6.21
2,40.98,0.47,0.46
2,40.98,0.19,0.19
2,40.97,0.61,0.59
2,41,0.9,0.9
2,40.96,1.42,1.42
2,40.96,0.46,0.45
2,40.95,1.19,1.13
2,40.95,1.46,1.36
2,40.95,4.93,3.97
2,40.93,0.92,0.92
2,40.93,0.36,0.36
2,40.93,0.91,0.87
2,40.92,0.69,0.67
6,40.92,0.3,0.3
2,40.92,0.61,0.59
2,40.9,0.2,0.2
2,40.9,0.2,0.2
2,40.89,1.1,1.1
2,40.88,1.62,1.5
2,40.86,0.54,0.54
2,40.86,0.54,0.54
2,40.9,0.8,0.8
2,40.85,0.19,0.19
6,40.84,1.85,1.7
2,40.82,0.28,0.28
2,40.81,1.34,1.25
2,40.8,2.5,2.5
2,40.81,1.16,1.1
2,40.8,0.57,0.56
2,40.8,0.3,0.3
2,40.79,2.85,2.5
2,40.79,0.4,0.4
6,40.79,0.77,0.74
2,40.77,0.19,0.19
2,40.77,1.84,1.69
2,40.74,1.22,1.15
2,40.73,1.28,1.21
4,41,1,1
2,40.72,1.05,1
2,40.72,0.46,0.46
2,40.71,0.68,0.68
2,40.7,0.2,0.2
2,40.7,1.62,1.5
6,40.7,0.39,0.39
2,40.69,2.14,1.94
2,40.68,0.76,0.76
2,40.68,0.6,0.6
2,40.67,2.25,2.03
2,40.7,5.3,4.2
2,40.65,0.56,0.56
2,40.65,0.98,0.94
2,40.64,0.19,0.19
2,40.64,0.42,0.42
2,40.64,0.29,0.29
2,40.63,0.62,0.61
2,40.63,0.82,0.79
2,40.62,0.3,0.3
2,40.62,0.84,0.84
2,40.61,0.77,0.74
2,40.61,0.43,0.43
2,40.6,0.96,0.92
2,40.6,1.48,1.48
2,40.59,1.54,1.43
2,40.58,0.52,0.51
6,40.57,0.85,0.85
2,40.56,0.2,0.2
2,40.56,1.74,1.6
2,40.55,1.81,1.66
7,40.55,0.43,0.43
2,40.55,0.67,0.67
2,40.55,0.59,0.59
2,40.54,4.97,3.99
2,40.53,0.26,0.26
2,40.53,0.4,0.4
2,40.53,0.7,0.68
2,40.53,0.26,0.26
2,40.53,0.7,0.7
2,40.5,0.2,0.2
2,40.49,0.88,0.84
4,40.49,1.1,1.04
2,40.48,0.28,0.28
2,40.48,0.87,0.83
2,40.47,0.19,0.19
2,40.47,0.59,0.57
2,40.47,0.75,0.73
2,40.46,0.57,0.55
2,40.45,0.2,0.2
2,40.45,0.71,0.71
6,40.4,0.8,0.8
2,40.43,0.21,0.21
2,40.43,0.43,0.43
4,40.4,0.7,0.7
2,40.42,0.21,0.21
2,40.42,1.77,1.77
2,40.42,0.35,0.35
2,40.41,1.8,1.66
2,40.41,3.94,3.3
2,40.4,4.5,4.5
2,40.4,0.3,0.3
2,40.4,1.06,1.01
2,40.4,1.27,1.2
2,40.4,1.9,1.74
2,40.39,0.69,0.67
2,40.38,1.74,1.61
2,40.4,9.6,6.5
2,40.37,0.34,0.34
2,40.37,0.88,0.84
2,40.36,0.48,0.48
2,40.36,0.46,0.46
2,40.36,8.02,5.74
7,40.35,0.43,0.43
2,40.35,0.5,0.49
2,40.35,0.53,0.52
2,40.34,1.57,1.45
2,40.3,2.2,2.2
2,40.31,0.68,0.68
2,40.31,1.15,1.15
2,40.31,0.68,0.68
2,40.3,1.13,1.07
2,40.29,2.59,2.3
2,40.29,0.28,0.28
2,40.28,0.5,0.48
2,40.27,1.62,1.5
2,40.3,1.2,1.2
2,40.26,0.73,0.73
2,40.26,0.19,0.19
2,40.25,3.15,2.72
2,40.24,1.97,1.79
2,40.24,0.74,0.71
2,40.24,1.22,1.15
2,40.24,1.62,1.5
2,40.23,2.88,2.52
2,40.22,8.36,5.9
2,40.22,3.51,2.99
2,40.2,3.3,3.3
6,40.2,0.4,0.4
2,40.19,0.7,0.7
2,40.19,3.54,3.54
2,40.19,1.42,1.33
2,40.18,1.35,1.26
2,40.17,1.97,1.79
2,40.16,0.2,0.2
2,40.15,0.77,0.77
2,40.13,3.73,3.15
2,40.13,1.21,1.14
2,40.13,0.19,0.19
2,40.13,0.47,0.47
2,40.13,2.45,2.18
2,40.13,3.98,3.32
2,40.12,1.22,1.15
2,40.12,1.28,1.2
2,40.11,0.61,0.61
2,40.1,1.49,1.39
2,40.1,1.28,1.2
2,40.1,0.22,0.22
2,40.07,1.06,1
2,40.07,0.23,0.23
2,40.06,0.21,0.21
2,40.1,0.9,0.9
2,40.04,0.98,0.93
2,40.04,0.77,0.74
2,40.04,5.36,4.23
2,40.03,0.35,0.35
2,40,0.2,0.2
2,39.99,0.57,0.57
2,39.99,1.71,1.57
2,39.97,1.71,1.57
2,39.97,0.55,0.55
6,39.97,0.22,0.22
2,39.96,0.68,0.66
2,39.94,0.45,0.45
2,39.94,0.44,0.43
2,39.94,9.94,6.64
2,39.93,0.91,0.87
2,39.93,1.23,1.16
2,39.92,1.06,1
2,39.92,1.38,1.29
2,39.9,2.1,1.9
2,39.91,0.75,0.75
2,39.91,0.85,0.81
2,39.91,0.08,0.08
2,39.9,2.1,1.9
2,39.89,0.57,0.55
2,39.88,0.19,0.19
2,39.88,0.79,0.76
2,39.88,0.2,0.2
2,39.87,0.66,0.64
2,39.87,0.28,0.28
2,39.9,5.1,5.1
2,39.86,0.19,0.19
2,39.86,1,1
2,39.85,0.94,0.89
2,39.8,10.2,10.2
2,39.83,0.2,0.2
2,39.8,2.4,2.1
2,39.83,0.75,0.75
2,39.82,0.87,0.87
2,39.82,1.26,1.19
2,39.81,1,0.96
2,39.81,0.56,0.56
2,39.81,0.74,0.74
2,39.81,0.54,0.54
2,39.8,0.8,0.8
2,39.81,1.17,1.11
2,39.8,1.76,1.62
2,39.79,0.67,0.65
2,39.78,1.48,1.38
2,39.78,0.41,0.41
2,39.78,2.07,1.87
2,39.77,7.52,5.45
2,39.76,0.17,0.17
2,39.7,19.3,9.8
2,39.73,1.02,0.97
2,39.72,0.27,0.27
2,39.71,0.54,0.53
2,39.7,0.21,0.21
2,39.7,0.3,0.3
2,39.7,0.3,0.3
2,39.7,0.3,0.3
2,39.69,3.54,3.01
2,39.68,0.21,0.21
2,39.68,0.91,0.91
2,39.68,1.43,1.33
2,39.67,0.7,0.7
2,39.67,10.45,6.84
2,39.66,0.41,0.41
2,39.66,1.38,1.38
2,39.66,2.1,1.9
2,39.65,5.28,4.17
6,39.63,0.23,0.23
2,39.63,0.17,0.17
2,39.61,2.06,1.87
2,39.61,2.37,2.12
2,39.61,1.5,1.39
2,39.6,0.5,0.5
2,39.59,0.41,0.41
2,39.58,0.89,0.85
2,39.58,0.71,0.69
2,39.57,0.68,0.66
2,39.57,0.52,0.52
2,39.56,0.68,0.68
2,39.55,3.2,2.76
2,39.55,1.2,1.13
2,39.55,0.58,0.56
2,39.54,0.83,0.79
2,39.54,0.67,0.65
2,39.53,0.89,0.89
2,39.53,1.33,1.25
2,39.53,0.14,0.14
4,39.53,0.81,0.78
2,39.5,0.6,0.6
2,39.51,0.74,0.71
2,39.5,3.64,3.07
4,39.5,0.3,0.3
6,39.49,0.75,0.75
2,39.47,0.77,0.75
2,39.46,0.68,0.65
2,39.46,1.53,1.42
2,39.44,0.81,0.77
2,39.43,0.79,0.76
2,39.43,0.54,0.52
2,39.4,1.4,1.4
2,39.4,1.4,1.4
2,39.4,6.9,5.1
2,39.41,7.63,5.5
2,39.41,1.57,1.45
2,39.4,0.91,0.91
2,39.4,2.07,1.87
2,39.38,0.91,0.87
2,39.37,0.53,0.53
2,39.37,0.49,0.48
2,39.36,0.48,0.47
2,39.36,1.11,1.05
2,39.36,0.64,0.64
2,39.35,1.07,1.01
2,39.35,0.82,0.82
2,39.35,0.59,0.57
2,39.34,5.62,4.37
2,39.33,1.34,1.34
2,39.33,0.19,0.19
2,39.32,1.61,1.49
2,39.32,0.77,0.74
2,39.32,0.28,0.28
2,39.31,1.06,1.01
2,39.3,0.65,0.62
6,39.3,0.64,0.62
2,39.28,0.27,0.27
2,39.28,1.05,0.99
2,39.25,0.89,0.89
2,39.25,0.89,0.85
2,39.24,1.08,1.02
2,39.24,0.18,0.18
2,39.22,0.33,0.33
2,39.21,0.34,0.34
6,39.2,0.3,0.3
2,39.2,0.3,0.3
2,39.2,0.4,0.4
2,39.2,1.05,1
2,39.19,0.72,0.7
2,39.19,0.58,0.56
2,39.2,5.9,4.5
2,39.17,0.33,0.33
6,39.2,0.9,0.9
2,39.15,0.44,0.44
2,39.15,1.74,1.6
2,39.13,0.18,0.18
2,39.13,0.27,0.27
2,39.12,0.95,0.95
2,39.12,0.81,0.78
2,39.12,0.62,0.6
2,39.1,0.26,0.26
2,39.1,0.55,0.53
2,39.1,0.62,0.6
2,39.08,0.69,0.67
2,39.07,0.35,0.35
2,39.06,0.93,0.89
2,39.06,0.69,0.69
2,39.06,0.54,0.54
2,39.06,0.68,0.66
2,39.06,0.2,0.2
2,39.05,2.97,2.58
2,39.05,0.7,0.67
2,39.02,2.77,2.42
2,39.01,1.61,1.49
2,39,0.89,0.85
2,39,3.34,2.85
4,39,1,1
2,39,0.95,0.9
2,38.99,0.51,0.5
2,38.99,1.34,1.25
2,38.99,0.27,0.27
2,38.98,1.69,1.55
2,38.97,1.41,1.32
2,38.96,0.26,0.26
2,38.95,1.15,1.09
2,38.95,0.67,0.67
2,38.91,0.74,0.71
2,38.9,5.8,5.8
2,38.9,0.31,0.31
2,38.9,0.66,0.64
2,38.9,1.29,1.21
2,38.89,0.36,0.36
2,38.89,2.29,2.05
2,38.88,2.41,2.14
2,38.87,0.56,0.55
2,38.87,0.5,0.5
2,38.86,4.26,3.49
2,38.85,1.88,1.72
2,38.84,0.82,0.79
2,38.84,1.12,1.06
2,38.83,0.67,0.67
2,38.8,1.1,1.1
2,38.8,0.35,0.35
2,38.79,2.31,2.07
2,38.79,1.49,1.38
2,38.78,0.64,0.64
2,38.77,1.63,1.5
2,38.74,0.95,0.91
2,38.72,0.34,0.34
4,38.7,0.4,0.4
2,38.7,1.08,1.03
2,38.69,0.86,0.82
2,38.68,0.26,0.26
2,38.67,0.27,0.27
2,38.66,1.7,1.56
2,38.66,0.2,0.2
2,38.7,0.8,0.8
2,38.65,1.27,1.19
2,38.65,2.22,1.99
2,38.7,0.8,0.8
2,38.64,2.15,1.93
2,38.63,5.78,4.45
2,38.63,0.4,0.4
2,38.58,2.77,2.42
2,38.58,5,3.97
2,38.58,5.29,4.15
2,38.57,0.75,0.75
2,38.57,0.75,0.75
2,38.6,1.7,1.7
2,38.54,0.19,0.19
2,38.52,1.01,0.96
2,38.52,0.89,0.85
2,38.51,1.27,1.27
2,38.5,8.2,5.7
2,38.5,0.2,0.2
2,38.48,0.28,0.28
2,38.47,0.39,0.38
2,38.46,0.77,0.77
2,38.44,0.66,0.66
2,38.44,4.17,3.43
2,38.44,0.56,0.56
2,38.42,1.15,1.08
2,38.42,1,0.95
2,38.42,1.06,1.06
2,38.41,0.56,0.54
2,38.41,0.38,0.38
2,38.4,0.43,0.43
2,38.4,0.4,0.4
6,38.39,0.19,0.19
2,38.38,0.6,0.58
2,38.37,0.92,0.92
2,38.4,1.7,1.7
2,38.34,0.18,0.18
2,38.3,1.2,1.2
2,38.33,0.18,0.18
2,38.32,1.65,1.52
2,38.32,0.23,0.23
2,38.31,2.26,2.02
2,38.31,1.26,1.18
2,38.3,0.66,0.64
2,38.3,0.3,0.3
2,38.28,0.36,0.36
2,38.27,0.43,0.43
2,38.26,0.52,0.52
2,38.26,7.99,5.64
2,38.3,0.5,0.5
2,38.25,0.71,0.69
2,38.25,1.72,1.58
2,38.23,1.27,1.19
2,38.22,2.08,1.88
2,38.21,2.48,2.19
2,38.2,0.85,0.82
2,38.2,1.65,1.52
2,38.2,0.56,0.56
2,38.2,0.27,0.27
2,38.19,2.24,2.01
2,38.19,1.23,1.16
2,38.17,0.21,0.21
2,38.17,2.04,1.84
2,38.15,0.89,0.85
2,38.15,1.7,1.56
2,38.15,1.31,1.23
2,38.14,0.24,0.24
2,38.13,1.38,1.29
2,38.13,2.32,2.07
2,38.12,1.54,1.43
2,38.11,1.4,1.31
2,38.11,1.11,1.05
2,38.11,0.25,0.25
2,38.11,1.06,1
2,38.1,0.4,0.4
2,38.1,0.72,0.7
2,38.09,1.21,1.13
2,38.09,1.47,1.36
2,38.07,0.52,0.52
2,38.1,0.7,0.7
2,38.06,0.49,0.49
2,38.06,2.05,1.85
2,38.05,0.26,0.26
2,38.04,0.96,0.91
2,38.03,0.91,0.91
2,38.02,5.45,4.24
2,38,0.5,0.5
2,37.99,2.67,2.34
2,37.99,0.25,0.25
2,37.98,0.92,0.92
2,38,5.4,4.2
2,37.96,0.58,0.58
2,37.96,0.16,0.16
2,37.94,1.65,1.52
2,37.92,1.22,1.15
2,37.9,6.2,6.2
2,37.91,0.51,0.51
2,37.9,0.36,0.36
2,37.9,0.5,0.5
2,37.9,0.72,0.7
2,37.87,0.26,0.26
2,37.87,0.26,0.26
2,37.86,0.71,0.71
2,37.85,1.68,1.54
2,37.82,1.82,1.66
2,37.8,0.3,0.3
6,37.81,0.18,0.18
2,37.8,0.5,0.5
2,37.8,0.44,0.44
2,37.79,0.26,0.26
2,37.77,0.21,0.21
2,37.77,0.84,0.81
6,37.77,0.26,0.26
2,37.77,0.24,0.24
2,37.77,0.62,0.62
2,37.76,0.17,0.17
2,37.75,0.34,0.34
2,37.75,2.07,1.87
2,37.75,0.61,0.59
2,37.74,0.95,0.95
2,37.73,0.74,0.72
2,37.73,0.45,0.45
2,37.72,4.82,3.84
2,37.7,7.2,5.2
2,37.7,1.1,1.1
2,37.69,0.22,0.22
2,37.69,5.49,4.25
2,37.69,0.68,0.66
2,37.68,0.56,0.56
2,37.68,6.57,4.87
4,37.7,0.3,0.3
2,37.65,0.62,0.62
2,37.63,0.74,0.71
2,37.62,4.18,3.42
2,37.61,0.97,0.97
2,37.6,0.3,0.3
2,37.59,3.51,2.96
2,37.59,0.56,0.54
2,37.57,0.64,0.62
2,37.54,0.63,0.63
2,37.54,0.94,0.94
2,37.53,0.88,0.88
2,37.53,0.58,0.58
2,37.52,0.73,0.71
2,37.52,1.86,1.69
2,37.51,2.73,2.38
2,37.47,0.35,0.35
2,37.46,0.44,0.44
2,37.46,1.6,1.47
6,37.46,1.2,1.2
2,37.45,0.49,0.49
2,37.4,0.8,0.8
2,37.44,0.56,0.54
2,37.4,3.1,3.1
2,37.41,1.54,1.54
2,37.4,0.4,0.4
2,37.39,1.17,1.1
2,37.39,0.56,0.55
2,37.38,2.04,1.84
2,37.4,0.2,0.2
2,37.38,3.91,3.24
2,37.37,0.66,0.66
2,37.36,1.02,0.97
2,37.3,0.9,0.9
2,37.35,1.12,1.06
2,37.33,1.91,1.74
2,37.32,0.28,0.28
2,37.31,0.45,0.45
2,37.31,0.3,0.3
2,37.3,0.71,0.71
2,37.29,0.62,0.62
2,37.29,2.84,2.84
2,37.24,0.75,0.72
2,37.23,1.47,1.36
2,37.22,0.69,0.69
2,37.2,0.52,0.51
2,37.2,0.2,0.2
2,37.17,1.36,1.26
2,37.12,0.53,0.52
2,37.12,0.74,0.74
2,37.11,1.03,1.03
2,37.1,1.5,1.5
2,37.1,0.25,0.25
2,37.09,0.59,0.58
2,37.09,0.45,0.45
2,37.09,1.85,1.68
2,37.06,0.21,0.21
2,37.06,1.03,0.98
2,37,7.6,5.4
2,37.04,0.26,0.26
2,37.04,1.96,1.77
2,37.03,2.5,2.2
2,37.03,0.27,0.27
2,37,3.4,3.4
2,37.02,0.42,0.42
2,37.02,0.29,0.29
2,37,0.18,0.18
2,37,0.33,0.33
2,37,2.4,2.4
2,37,3.6,3.01
2,37,2,2
2,36.96,3.12,2.67
2,36.94,2.09,1.88
2,36.94,0.51,0.51
2,36.92,2.29,2.04
2,36.92,0.68,0.65
2,36.92,1.27,1.19
2,36.91,1.58,1.46
2,36.9,1.11,1.05
2,36.9,0.67,0.65
2,36.88,1.87,1.7
2,36.88,0.25,0.25
2,36.85,0.21,0.21
2,36.85,1.86,1.69
2,36.83,1.22,1.14
2,36.83,4.57,3.66
2,36.8,1.6,1.6
2,36.8,2.6,2.6
2,36.79,0.25,0.25
2,36.79,0.17,0.17
2,36.78,0.81,0.77
2,36.77,3.24,2.76
2,36.76,0.37,0.37
2,36.75,0.19,0.19
2,36.71,0.52,0.52
2,36.71,0.47,0.47
2,36.71,2.18,1.95
2,36.7,1.15,1.15
2,36.69,0.81,0.77
2,36.68,1.92,1.74
6,36.68,0.52,0.51
2,36.67,1.71,1.56
2,36.66,0.51,0.5
4,36.66,6.31,4.7
2,36.65,0.15,0.15
2,36.64,0.17,0.17
2,36.6,0.61,0.59
2,36.6,0.3,0.3
2,36.59,0.42,0.42
2,36.58,7.25,5.19
2,36.57,2.4,2.12
2,36.56,0.86,0.82
6,36.54,0.21,0.21
2,36.52,0.46,0.45
2,36.51,0.21,0.21
2,36.51,0.71,0.71
2,36.51,0.18,0.18
2,36.49,0.26,0.26
2,36.49,0.25,0.25
2,36.49,0.7,0.68
2,36.48,0.25,0.25
2,36.48,4.01,3.29
2,36.46,0.32,0.32
6,36.46,0.4,0.4
2,36.46,0.71,0.71
2,36.44,1.39,1.29
2,36.43,2.81,2.44
2,36.4,1.6,1.47
2,36.4,1.38,1.28
2,36.39,0.27,0.27
6,36.37,0.72,0.72
2,36.36,1.8,1.63
2,36.4,3.5,3.5
2,36.36,0.19,0.19
6,36.33,0.17,0.17
2,36.33,1.1,1.04
2,36.33,0.79,0.75
2,36.32,0.18,0.18
2,36.31,1.54,1.42
2,36.3,0.2,0.2
2,36.29,1.45,1.35
2,36.29,0.3,0.3
2,36.28,0.53,0.51
2,36.28,1.27,1.19
2,36.27,3.16,2.69
2,36.27,1.22,1.14
2,36.25,4.55,3.64
2,36.23,2.07,1.86
2,36.21,1.17,1.17
2,36.21,1.02,0.97
2,36.21,2.09,1.88
2,36.2,0.18,0.18
2,36.2,2.98,2.56
2,36.18,0.77,0.74
2,36.18,0.26,0.26
2,36.18,0.56,0.56
2,36.17,7.64,5.37
2,36.16,0.7,0.7
2,36.1,1.3,1.3
2,36.12,0.27,0.27
2,36.12,0.35,0.35
2,36.11,0.68,0.65
2,36.1,0.1,0.1
2,36.09,1.75,1.59
2,36.09,0.67,0.64
2,36.07,7.89,5.49
2,36.06,0.34,0.34
2,36.05,2.66,2.32
2,36.04,0.73,0.7
2,36.03,1.25,1.17
2,36.03,0.86,0.82
2,36.02,0.48,0.47
2,36.01,1.12,1.05
2,35.99,0.77,0.74
2,36,2.3,2.1
2,35.98,7.61,5.35
2,35.97,0.25,0.25
2,35.95,0.27,0.27
2,35.94,2.09,1.87
2,35.94,0.53,0.52
2,35.94,3.03,2.6
2,35.93,0.69,0.69
2,35.92,1.31,1.31
2,35.92,2.57,2.25
2,35.92,0.73,0.7
2,35.91,1.21,1.14
2,35.91,0.6,0.6
2,35.91,0.08,0.08
2,35.9,0.33,0.33
2,35.89,0.92,0.88
2,35.87,0.41,0.41
2,35.85,0.41,0.41
6,35.85,0.25,0.25
2,35.84,0.49,0.49
2,35.84,4.11,3.34
2,35.84,0.34,0.34
2,35.83,1.27,1.19
2,35.82,0.1,0.1
2,35.81,0.52,0.5
2,35.81,0.38,0.38
2,35.8,1.14,1.07
2,35.79,0.6,0.58
2,35.8,2.2,2.2
2,35.79,0.6,0.58
2,35.79,2.23,1.98
2,35.78,1.07,1.07
2,35.75,4.67,3.7
2,35.75,0.72,0.69
2,35.74,0.34,0.34
2,35.73,0.32,0.32
2,35.71,0.82,0.82
2,35.7,0.3,0.3
2,35.7,0.58,0.58
2,35.69,0.82,0.82
2,35.68,0.46,0.45
2,35.68,0.5,0.48
2,35.68,0.79,0.76
2,35.66,0.13,0.13
2,35.64,1.1,1.1
2,35.63,2.32,2.05
2,35.62,0.33,0.33
2,35.6,0.69,0.67
4,35.6,0.6,0.6
2,35.59,0.14,0.14
2,35.58,6.33,4.67
2,35.56,0.15,0.15
2,35.55,0.17,0.17
2,35.54,0.65,0.65
2,35.54,0.17,0.17
2,35.5,1.64,1.5
2,35.47,0.84,0.84
2,35.47,0.68,0.65
2,35.46,0.49,0.49
2,35.45,1.47,1.36
2,35.45,0.8,0.76
2,35.45,1.05,0.99
2,35.43,1.58,1.45
2,35.42,1.04,1.04
2,35.42,2.3,2.04
2,35.41,0.59,0.59
2,35.4,0.3,0.3
2,35.41,0.24,0.24
2,35.4,1.57,1.44
2,35.39,0.31,0.31
2,35.35,0.48,0.48
2,35.34,1.93,1.74
2,35.33,0.8,0.77
2,35.33,0.3,0.3
2,35.33,0.49,0.49
2,35.32,0.69,0.67
2,35.3,0.22,0.22
2,35.29,0.51,0.51
2,35.27,1.14,1.07
2,35.3,0.5,0.5
2,35.24,0.68,0.66
2,35.24,0.32,0.32
2,35.22,2.44,2.14
2,35.22,2.84,2.45
2,35.2,6.4,6.4
2,35.2,1.3,1.3
2,35.19,0.68,0.68
2,35.2,0.8,0.8
2,35.15,1.31,1.22
2,35.13,0.16,0.16
2,35.12,0.93,0.93
2,35.12,0.26,0.26
2,35.1,0.8,0.8
2,35.1,0.77,0.74
2,35.1,0.47,0.47
2,35.1,0.54,0.54
2,35.09,0.68,0.66
2,35.09,0.74,0.71
2,35.05,0.6,0.58
2,35.04,1.06,1
6,35.04,0.22,0.22
2,35.03,0.73,0.7
2,35.03,0.49,0.49
2,35,1.83,1.66
7,35,0.29,0.29
2,34.98,0.94,0.89
2,34.97,0.92,0.87
2,34.96,0.6,0.6
2,34.94,0.93,0.88
2,34.94,0.79,0.76
2,34.93,0.49,0.48
2,34.93,0.32,0.32
2,34.93,0.61,0.59
2,34.9,0.25,0.25
2,34.9,1.9,1.9
2,34.89,1.86,1.68
2,34.9,4.7,3.7
2,34.87,0.37,0.37
2,34.85,0.56,0.55
2,34.85,1.95,1.76
2,34.84,0.63,0.63
2,34.84,1.15,1.08
2,34.84,0.14,0.14
2,34.83,0.58,0.56
2,34.83,1.75,1.59
2,34.83,1.33,1.33
2,34.8,5,5
2,34.8,0.5,0.5
2,34.8,1.9,1.71
2,34.79,0.17,0.17
2,34.76,0.33,0.33
2,34.76,0.34,0.34
2,34.75,1.29,1.2
2,34.75,0.55,0.53
2,34.75,2.42,2.12
2,34.75,0.65,0.63
2,34.75,0.29,0.29
2,34.72,0.31,0.31
2,34.71,0.54,0.54
2,34.7,0.2,0.2
2,34.69,0.7,0.67
2,34.69,3.57,2.96
2,34.69,0.23,0.23
2,34.68,1.86,1.68
2,34.7,2.2,2.2
2,34.67,1.66,1.51
2,34.65,2.17,1.93
2,34.64,0.45,0.45
2,34.64,0.18,0.18
2,34.63,0.62,0.6
2,34.61,0.59,0.57
2,34.6,4.8,4.8
2,34.59,1.29,1.2
2,34.59,0.79,0.76
2,34.55,0.36,0.36
2,34.5,2.5,2.5
2,34.52,0.65,0.62
2,34.5,0.2,0.2
2,34.5,0.8,0.8
6,34.48,0.5,0.5
2,34.5,1.8,1.8
2,34.5,3.9,3.2
2,34.47,1.57,1.44
2,34.46,0.19,0.19
2,34.42,0.88,0.84
2,34.42,0.94,0.89
2,34.41,0.76,0.76
2,34.39,0.41,0.41
2,34.37,0.17,0.17
2,34.37,0.42,0.41
2,34.36,0.39,0.39
2,34.36,0.61,0.61
2,34.36,0.17,0.17
2,34.35,0.17,0.17
2,34.33,0.62,0.62
2,34.33,0.21,0.21
2,34.32,2.4,2.1
2,34.3,1.15,1.08
2,34.3,0.9,0.9
2,34.25,0.41,0.41
2,34.21,0.16,0.16
2,34.21,1,0.95
2,34.2,0.27,0.27
2,34.19,0.52,0.52
2,34.16,0.48,0.48
2,34.16,0.61,0.59
2,34.16,1.38,1.28
2,34.15,0.52,0.52
2,34.14,0.88,0.88
2,34.13,0.32,0.32
2,34.11,0.61,0.61
2,34.1,0.22,0.22
2,34.09,1.2,1.13
2,34.08,0.26,0.26
2,34.07,2.07,1.84
2,34.07,1.19,1.19
2,34.07,0.23,0.23
2,34.06,1.2,1.12
2,34.06,0.25,0.25
2,34.04,0.57,0.56
2,34.03,0.14,0.14
2,34.03,1.12,1.12
2,34,2,1.79
2,34,0.52,0.5
2,33.99,0.23,0.23
2,33.99,1.04,1.04
2,33.98,0.57,0.55
2,33.97,0.86,0.82
2,33.96,1.41,1.3
2,34,1.8,1.8
2,33.95,0.9,0.86
2,33.94,2.88,2.47
2,33.9,0.4,0.4
2,33.9,0.21,0.21
2,33.89,0.61,0.59
2,33.89,1.14,1.07
2,33.88,1.17,1.1
2,33.87,0.16,0.16
4,33.86,0.28,0.28
2,33.9,0.5,0.5
2,33.82,0.77,0.77
2,33.8,1.4,1.4
2,33.81,1.94,1.74
2,33.8,1.64,1.49
2,33.8,0.2,0.2
2,33.79,2.16,1.92
2,33.78,0.51,0.5
2,33.76,2.17,1.92
2,33.73,1.53,1.4
2,33.72,0.09,0.09
2,33.69,1.76,1.6
2,33.64,0.65,0.62
2,33.64,3.71,3.04
2,33.64,0.6,0.6
2,33.64,1.89,1.7
2,33.64,1.03,0.97
2,33.58,1.1,1.03
2,33.57,0.43,0.43
2,33.56,2.95,2.51
2,33.56,0.14,0.14
2,33.53,1.55,1.42
2,33.52,4.01,3.23
2,33.52,3.28,2.74
2,33.49,2.11,1.88
2,33.49,4.02,3.24
2,33.48,0.56,0.54
2,33.47,0.41,0.41
6,33.47,0.36,0.36
2,33.46,0.73,0.7
2,33.46,0.8,0.8
2,33.5,1.2,1.2
2,33.44,1.72,1.56
2,33.43,0.75,0.72
2,33.42,0.16,0.16
2,33.41,0.44,0.44
2,33.4,1.37,1.27
2,33.4,0.5,0.5
2,33.4,0.33,0.33
2,33.38,1.34,1.24
7,33.36,0.33,0.33
2,33.36,0.51,0.51
2,33.35,0.47,0.47
2,33.34,0.42,0.42
2,33.34,0.39,0.39
2,33.33,4.26,3.39
2,33.32,0.17,0.17
2,33.3,2.9,2.5
2,33.29,0.58,0.56
2,33.27,1.18,1.11
2,33.26,0.45,0.45
2,33.24,0.7,0.67
2,33.21,0.17,0.17
2,33.2,0.36,0.36
2,33.2,1.19,1.11
2,33.19,0.37,0.37
2,33.19,0.46,0.46
2,33.18,0.85,0.81
2,33.18,0.21,0.21
2,33.17,0.16,0.16
2,33.16,1.82,1.64
2,33.16,0.54,0.53
2,33.14,0.84,0.8
2,33.14,1.12,1.04
2,33.12,0.29,0.29
2,33.11,0.44,0.44
2,33.1,0.17,0.17
2,33.07,1.15,1.07
2,33.1,0.6,0.6
2,33.07,1.27,1.18
2,33.04,0.58,0.56
2,33.02,0.29,0.29
2,33,0.26,0.26
2,33,0.3,0.3
2,32.99,2.15,1.9
2,32.98,0.91,0.86
2,32.96,0.16,0.16
2,32.95,0.26,0.26
2,32.94,1.01,0.95
2,32.91,0.43,0.43
2,32.9,2.45,2.14
2,32.9,0.15,0.15
2,32.89,0.16,0.16
2,32.86,1.82,1.64
2,32.85,2.79,2.38
2,32.84,1.81,1.63
6,32.82,0.31,0.31
6,32.8,0.3,0.3
2,32.79,0.48,0.48
2,32.79,0.81,0.77
2,32.77,0.46,0.46
2,32.76,0.5,0.5
2,32.75,1.45,1.33
2,32.7,2.1,1.9
6,32.71,0.36,0.36
2,32.7,0.4,0.4
2,32.69,0.15,0.15
2,32.69,0.31,0.31
2,32.69,0.44,0.43
2,32.68,0.44,0.44
2,32.66,0.18,0.18
2,32.63,0.18,0.18
2,32.62,0.12,0.12
2,32.6,0.71,0.71
