Type,12C/13C,errplus12C13C,errminus12C13C
6,56.11,0.97,0.97
2,56.1,1.1,1.1
2,56.11,1.64,1.55
2,56.1,1.75,1.75
2,56.1,1.33,1.27
2,56.1,4.6,4.6
2,56.1,0.45,0.45
2,56.1,0.4,0.4
2,56.1,3.2,3.2
2,56.1,0.72,0.72
2,56.1,0.58,0.58
2,56.09,1.26,1.2
2,56.09,1.56,1.56
2,56.09,0.67,0.66
2,56.1,2,2
2,56.08,0.82,0.82
2,56.08,2.27,2.1
2,56.07,1.4,1.34
2,56.07,0.85,0.85
2,56.07,0.68,0.68
2,56.07,0.3,0.3
2,56.07,0.39,0.39
2,56.07,0.3,0.3
2,56.06,1.25,1.19
2,56.06,0.74,0.74
2,56.06,0.69,0.69
2,56.06,1.16,1.16
2,56.06,0.74,0.74
2,56.06,5.26,4.43
2,56.05,1.27,1.21
2,56.05,1.16,1.16
2,56.05,1.5,1.43
6,56.05,1.13,1.13
2,56.04,3,2.71
2,56.04,1.38,1.38
2,56.04,1,1
2,56.03,6.59,5.34
2,56.03,0.14,0.14
2,56.03,0.44,0.44
2,56.03,0.61,0.61
6,56.03,1.11,1.11
2,56.03,0.5,0.5
2,56.03,0.3,0.3
2,56.02,0.54,0.54
2,56,0.3,0.3
2,56.02,0.29,0.29
2,56.01,1.99,1.86
2,56.01,0.85,0.85
2,56.01,1.24,1.18
2,56,1.95,1.83
2,56,2.3,2.3
2,56,9.9,7.3
2,56,0.35,0.35
2,56,0.5,0.5
2,56,1.28,1.28
2,56,0.3,0.3
2,56,0.5,0.5
2,56,0.5,0.5
2,56,0.28,0.28
2,56,0.97,0.97
2,55.99,1.18,1.13
2,55.99,0.79,0.79
6,55.99,0.54,0.54
2,55.99,1.18,1.18
2,55.99,1.74,1.64
2,55.98,1.1,1.06
2,55.97,0.77,0.75
2,55.97,0.33,0.33
2,55.97,0.92,0.89
2,55.97,3.05,2.75
2,55.96,0.33,0.33
2,55.96,1.07,1.07
2,55.96,0.94,0.91
2,55.96,3.19,2.86
2,55.95,1.45,1.38
2,55.95,2.6,2.38
2,55.94,2.8,2.55
2,55.9,1.3,1.3
2,55.9,2.4,2.4
2,55.94,1.64,1.54
2,55.93,0.49,0.49
2,55.93,1.8,1.8
2,55.93,1.28,1.28
2,55.92,2.33,2.15
2,55.91,0.81,0.79
2,55.91,0.39,0.39
2,55.9,3.4,3.4
2,55.9,0.4,0.4
2,55.9,0.33,0.33
2,55.9,3.9,3.9
2,55.9,0.6,0.6
2,55.9,0.52,0.52
2,55.9,0.66,0.66
2,55.9,0.55,0.55
2,55.9,2.58,2.36
2,55.89,0.67,0.67
2,55.9,2.4,2.4
2,55.89,1.07,1.03
2,55.89,1.47,1.4
2,55.88,1.41,1.34
2,55.87,1.88,1.76
2,55.87,0.27,0.27
2,55.87,2.85,2.59
2,55.87,0.26,0.26
4,55.9,3,3
2,55.86,1.71,1.71
2,55.86,0.32,0.32
6,55.86,0.42,0.42
2,55.85,1.08,1.04
2,55.85,1.52,1.44
2,55.85,1.14,1.09
2,55.84,0.43,0.43
2,55.84,1.02,0.99
2,55.83,0.31,0.31
2,55.8,2.5,2.5
2,55.83,0.57,0.57
2,55.83,0.78,0.78
2,55.82,0.6,0.6
2,55.81,0.53,0.53
2,55.81,1.18,1.18
2,55.8,3.3,3.3
2,55.81,0.8,0.78
2,55.8,1.84,1.72
2,55.8,0.33,0.33
2,55.8,0.26,0.26
2,55.8,1.54,1.46
2,55.8,0.65,0.65
2,55.8,0.4,0.4
2,55.8,0.5,0.5
2,55.79,1.46,1.39
2,55.79,1.09,1.09
2,55.78,1.12,1.08
2,55.8,4.4,4.4
2,55.8,2.5,2.5
2,55.77,0.63,0.63
6,55.77,0.54,0.54
2,55.77,0.47,0.47
2,55.77,0.87,0.87
2,55.77,0.92,0.89
2,55.77,0.75,0.73
6,55.76,2.62,2.39
2,55.76,1.75,1.75
2,55.75,1.79,1.69
2,55.75,0.29,0.29
2,55.75,0.27,0.27
2,55.75,0.8,0.8
2,55.75,3.15,2.83
2,55.75,1.59,1.5
2,55.75,1.67,1.57
2,55.74,2.6,2.37
2,55.74,0.61,0.61
2,55.74,0.57,0.57
2,55.73,1.94,1.81
2,55.72,0.27,0.27
2,55.72,1.43,1.36
2,55.71,6.88,5.52
2,55.71,0.33,0.33
2,55.71,1.61,1.61
2,55.71,0.93,0.9
2,55.71,2.64,2.41
6,55.71,1.69,1.59
2,55.7,1.87,1.87
2,55.7,1.78,1.67
2,55.7,0.4,0.4
2,55.7,0.4,0.4
2,55.7,0.23,0.23
2,55.7,3.09,2.78
2,55.69,0.96,0.92
2,55.68,1.62,1.53
2,55.68,0.28,0.28
2,55.68,0.74,0.74
2,55.68,1.09,1.05
2,55.68,0.56,0.56
2,55.68,2.94,2.66
2,55.67,1.06,1.02
2,55.67,1.12,1.12
2,55.67,0.71,0.71
2,55.67,0.62,0.62
2,55.67,1.74,1.64
2,55.67,1.23,1.23
2,55.67,2.66,2.42
2,55.66,0.85,0.85
2,55.66,1.31,1.25
2,55.65,0.63,0.63
2,55.65,1.76,1.76
2,55.65,0.6,0.6
2,55.64,0.27,0.27
6,55.64,1.17,1.17
2,55.64,0.42,0.42
6,55.64,2.45,2.25
2,55.63,0.32,0.32
2,55.63,0.29,0.29
2,55.63,0.96,0.96
2,55.62,0.55,0.55
2,55.62,0.33,0.33
2,55.62,1.01,0.98
2,55.62,1.66,1.66
2,55.61,0.68,0.66
2,55.61,0.74,0.74
2,55.61,0.77,0.75
2,55.61,0.7,0.7
2,55.61,0.87,0.87
2,55.61,0.55,0.55
2,55.61,0.44,0.44
2,55.6,0.74,0.74
2,55.6,0.4,0.4
2,55.6,1.43,1.36
2,55.6,0.98,0.95
2,55.59,1.36,1.36
2,55.59,3.61,3.61
2,55.59,1.08,1.04
2,55.59,0.69,0.67
2,55.59,0.9,0.9
2,55.57,0.7,0.7
2,55.57,0.68,0.68
2,55.57,0.52,0.52
2,55.57,3.23,3.23
2,55.56,2.19,2.19
2,55.56,1.45,1.45
2,55.6,3.1,3.1
2,55.6,1.9,1.9
2,55.55,1.1,1.06
2,55.54,2.61,2.39
2,55.54,1.14,1.14
2,55.54,0.32,0.32
2,55.54,1.74,1.74
2,55.54,0.4,0.4
2,55.54,0.87,0.87
2,55.54,0.39,0.39
2,55.54,0.56,0.56
2,55.5,1.8,1.8
2,55.54,1.17,1.12
2,55.53,3.78,3.33
2,55.53,1.49,1.42
2,55.53,0.93,0.93
2,55.52,1.67,1.57
2,55.52,0.98,0.98
2,55.52,0.39,0.39
2,55.51,0.47,0.47
2,55.51,0.95,0.95
2,55.51,0.2,0.2
2,55.51,1.6,1.6
2,55.5,7.9,6.1
2,55.5,0.3,0.3
2,55.5,2.26,2.26
2,55.48,0.31,0.31
2,55.48,0.76,0.76
2,55.47,0.29,0.29
2,55.47,2.41,2.41
2,55.47,1.04,1.04
2,55.47,0.47,0.47
2,55.47,2.05,1.91
2,55.46,0.36,0.36
2,55.45,1.7,1.6
2,55.45,1.58,1.5
2,55.44,1.18,1.14
2,55.44,0.82,0.79
2,55.44,1.01,1.01
2,55.44,0.26,0.26
2,55.44,0.99,0.99
2,55.43,0.53,0.53
2,55.43,0.8,0.8
2,55.43,2.94,2.66
2,55.42,0.26,0.26
2,55.42,1.41,1.34
2,55.4,3.3,3
2,55.41,0.26,0.26
2,55.41,1.36,1.36
2,55.41,0.32,0.32
2,55.4,10.7,7.7
2,55.4,0.8,0.8
2,55.4,1.43,1.36
2,55.4,0.27,0.27
2,55.4,0.28,0.28
2,55.39,2.11,1.96
2,55.39,0.9,0.88
2,55.39,1.44,1.37
2,55.39,0.27,0.27
2,55.39,2.28,2.11
2,55.38,1.19,1.14
2,55.38,0.33,0.33
6,55.38,1.15,1.15
2,55.38,1.23,1.23
2,55.38,1.89,1.77
2,55.38,1.14,1.09
2,55.4,4,4
2,55.37,1.31,1.31
2,55.36,0.56,0.56
2,55.4,0.4,0.4
2,55.36,0.99,0.95
2,55.35,1.77,1.66
2,55.35,1.08,1.08
2,55.35,0.42,0.42
2,55.35,2.54,2.33
2,55.34,1.95,1.82
2,55.34,0.78,0.76
2,55.33,2.42,2.22
2,55.33,1.66,1.66
2,55.33,0.57,0.57
2,55.33,0.31,0.31
2,55.3,2.2,2.2
2,55.32,0.45,0.45
2,55.31,1.3,1.24
2,55.31,1.99,1.86
2,55.3,1.03,0.99
2,55.3,9.1,6.8
6,55.3,0.3,0.3
2,55.3,0.3,0.3
2,55.3,0.35,0.35
2,55.3,0.6,0.6
2,55.3,0.3,0.3
2,55.3,2.4,2.4
2,55.29,0.91,0.91
2,55.29,1.49,1.49
2,55.29,0.93,0.9
2,55.29,1.91,1.78
2,55.29,0.28,0.28
2,55.29,0.45,0.45
2,55.29,0.84,0.84
2,55.29,0.85,0.85
2,55.29,1.04,1.04
2,55.29,0.29,0.29
6,55.29,1.91,1.91
2,55.28,1.07,1.03
2,55.28,4.04,3.53
2,55.3,3.3,3.3
2,55.28,1.25,1.25
2,55.28,1.69,1.59
2,55.27,1.9,1.78
2,55.26,1.22,1.22
7,55.26,1.08,1.08
2,55.25,0.33,0.33
2,55.25,0.73,0.73
2,55.25,0.27,0.27
2,55.25,0.3,0.3
2,55.24,1.28,1.23
2,55.24,0.26,0.26
2,55.23,0.66,0.66
2,55.23,0.95,0.95
2,55.23,0.54,0.54
2,55.22,1.03,1.03
2,55.22,0.52,0.52
2,55.22,1.54,1.46
2,55.22,1.15,1.11
2,55.22,0.27,0.27
2,55.22,6.47,5.24
2,55.21,1.27,1.21
2,55.21,7.68,6.01
2,55.21,0.32,0.32
2,55.2,1.48,1.4
2,55.2,1.2,1.2
2,55.2,0.3,0.3
6,55.2,0.48,0.48
2,55.2,1.9,1.9
2,55.2,0.3,0.3
2,55.2,2.33,2.15
2,55.2,5.8,5.8
2,55.19,1.59,1.5
2,55.19,0.38,0.38
2,55.19,1.09,1.09
2,55.19,0.91,0.88
2,55.18,1.13,1.13
2,55.2,6,6
2,55.17,1.96,1.96
2,55.17,1.69,1.69
2,55.17,0.67,0.65
2,55.17,1.05,1.01
2,55.17,0.98,0.95
2,55.17,2.23,2.06
2,55.2,3.3,3.3
2,55.15,0.38,0.38
2,55.15,1.13,1.09
2,55.15,2.92,2.64
2,55.14,0.49,0.49
2,55.14,1.14,1.14
2,55.13,1.94,1.81
2,55.1,1.9,1.9
2,55.13,0.32,0.32
2,55.13,0.27,0.27
2,55.13,0.37,0.37
2,55.12,0.68,0.67
2,55.12,2.16,2.01
2,55.12,0.47,0.47
2,55.12,0.99,0.99
2,55.12,0.94,0.91
2,55.11,0.67,0.67
2,55.1,1.26,1.2
2,55.1,0.45,0.45
2,55.1,0.6,0.6
2,55.1,0.59,0.59
2,55.1,2.93,2.65
2,55.09,0.43,0.43
2,55.09,0.83,0.83
2,55.09,0.74,0.74
2,55.08,2.21,2.05
2,55.07,3.16,2.84
2,55.1,0.3,0.3
2,55.07,1.11,1.11
2,55.07,0.42,0.42
2,55.07,0.46,0.46
6,55.07,0.9,0.9
2,55.06,0.51,0.51
2,55.06,0.46,0.46
2,55.06,2.46,2.46
2,55.06,1.72,1.62
2,55.05,3.73,3.28
2,55.04,0.3,0.3
2,55.04,0.66,0.66
2,55.03,4.12,3.59
2,55.02,3.5,3.1
2,55.02,0.48,0.48
2,55.01,0.32,0.32
2,55,1.3,1.25
2,55,4.05,3.53
2,55,1.18,1.18
2,54.99,0.29,0.29
6,54.99,0.48,0.48
2,54.99,0.48,0.48
6,54.99,0.67,0.67
2,54.99,1.54,1.46
2,54.98,1.85,1.73
2,54.97,1.35,1.29
2,55,4.1,4.1
2,54.97,0.48,0.48
2,54.96,0.99,0.96
2,54.96,1.67,1.58
2,54.96,1.99,1.85
2,54.96,1.52,1.44
2,54.95,2.77,2.52
2,54.95,0.92,0.89
2,54.95,0.81,0.81
2,54.95,1.17,1.12
2,54.95,2.84,2.58
2,54.94,0.94,0.91
6,54.94,0.46,0.46
2,54.94,0.62,0.62
2,54.94,0.43,0.43
2,54.94,0.43,0.43
2,54.93,2.25,2.08
2,54.91,0.38,0.38
2,54.91,0.57,0.57
2,54.91,0.85,0.85
2,54.91,1.36,1.36
2,54.9,2.05,1.91
2,54.9,0.4,0.4
2,54.9,0.3,0.3
2,54.89,0.29,0.29
2,54.89,0.61,0.61
2,54.89,0.75,0.73
2,54.88,3.01,2.71
2,54.87,0.24,0.24
2,54.87,0.47,0.47
2,54.9,8.6,6.5
2,54.87,0.38,0.38
2,54.87,0.95,0.95
2,54.87,0.87,0.85
2,54.86,1.2,1.2
2,54.86,1.3,1.3
2,54.86,0.98,0.95
2,54.86,2.43,2.43
2,54.86,1.77,1.77
2,54.86,1.65,1.65
2,54.86,1.87,1.75
2,54.86,0.88,0.88
2,54.85,1.59,1.59
2,54.85,1.14,1.09
2,54.85,1.25,1.25
2,54.84,0.77,0.75
2,54.84,0.6,0.6
2,54.84,0.41,0.41
2,54.84,1.39,1.39
2,54.83,2.37,2.18
2,54.83,0.81,0.81
2,54.83,1.02,1.02
2,54.83,3.33,2.97
2,54.83,1,0.97
2,54.82,2.97,2.68
2,54.82,1.74,1.63
2,54.82,0.83,0.8
6,54.82,0.29,0.29
2,54.82,1.13,1.09
2,54.81,0.8,0.78
2,54.81,0.3,0.3
2,54.81,0.64,0.64
2,54.81,1.3,1.3
2,54.8,0.6,0.59
2,54.8,0.67,0.65
2,54.8,1.48,1.4
2,54.8,7.1,7.1
2,54.8,0.6,0.6
6,54.8,0.39,0.39
2,54.8,0.41,0.41
2,54.8,0.5,0.5
2,54.79,1.31,1.25
2,54.79,0.43,0.43
2,54.8,3.5,3.5
2,54.79,1.93,1.93
2,54.79,2.46,2.26
2,54.79,0.71,0.71
2,54.79,2.25,2.08
2,54.78,1.36,1.3
6,54.78,1.11,1.11
2,54.77,1.81,1.7
2,54.76,0.26,0.26
2,54.8,3.1,3.1
2,54.75,3.28,2.93
2,54.75,0.2,0.2
2,54.75,0.77,0.74
2,54.74,0.69,0.69
2,54.74,0.38,0.38
6,54.73,0.3,0.3
2,54.73,3.07,2.76
2,54.73,4.63,3.96
2,54.72,0.46,0.46
2,54.72,0.29,0.29
2,54.72,0.29,0.29
2,54.72,0.34,0.34
2,54.71,3.26,2.91
2,54.71,0.86,0.86
2,54.71,0.32,0.32
2,54.7,6.3,5.1
2,54.7,0.6,0.6
6,54.7,0.3,0.3
2,54.7,1.19,1.19
2,54.7,2.56,2.34
2,54.7,1.88,1.76
2,54.69,0.41,0.41
2,54.69,0.22,0.22
6,54.69,0.56,0.56
2,54.69,1.43,1.43
2,54.68,0.86,0.86
2,54.68,0.29,0.29
2,54.68,1.33,1.27
2,54.67,1.88,1.76
2,54.67,0.96,0.93
2,54.66,1.69,1.69
6,54.65,0.27,0.27
2,54.65,1.79,1.79
2,54.65,1.62,1.62
6,54.65,0.62,0.62
2,54.65,0.58,0.58
2,54.64,0.48,0.48
6,54.64,0.67,0.67
2,54.63,1.71,1.61
2,54.6,1.4,1.4
2,54.62,0.47,0.47
2,54.62,0.65,0.65
2,54.62,1.5,1.5
2,54.62,0.9,0.9
2,54.6,1.2,1.2
2,54.62,1.29,1.23
2,54.62,0.85,0.83
2,54.62,2.72,2.48
2,54.61,0.77,0.75
2,54.61,1.31,1.25
2,54.6,0.84,0.82
2,54.6,4.34,3.74
2,54.6,0.3,0.3
2,54.6,2.02,1.88
2,54.6,0.4,0.4
2,54.6,1.51,1.43
2,54.59,1.68,1.58
2,54.59,1.4,1.4
2,54.58,0.25,0.25
2,54.58,0.55,0.55
2,54.58,0.76,0.74
2,54.58,0.39,0.39
2,54.58,0.63,0.63
2,54.57,0.23,0.23
2,54.57,1.33,1.26
2,54.57,0.73,0.73
2,54.57,0.95,0.92
2,54.57,1.52,1.44
6,54.56,1.36,1.29
2,54.56,1.11,1.07
2,54.56,0.62,0.62
2,54.56,0.17,0.17
2,54.56,1.22,1.22
2,54.56,0.98,0.98
2,54.55,0.76,0.74
2,54.6,1.7,1.7
2,54.55,1.9,1.78
2,54.55,1.95,1.82
2,54.55,0.73,0.73
2,54.53,1.27,1.27
2,54.53,1.42,1.42
2,54.53,0.29,0.29
2,54.53,0.92,0.89
2,54.5,2.4,2.4
2,54.52,1,1
2,54.51,1.68,1.58
2,54.5,1.3,1.3
2,54.5,0.55,0.55
2,54.5,0.9,0.9
2,54.5,0.7,0.7
2,54.49,3.2,2.87
2,54.49,0.61,0.61
6,54.49,0.86,0.86
2,54.49,0.74,0.74
2,54.49,1.36,1.3
2,54.49,0.33,0.33
2,54.48,1,0.97
2,54.47,1.49,1.41
2,54.47,1.76,1.66
2,54.47,4.06,3.53
2,54.47,2.22,2.05
2,54.47,1.01,1.01
2,54.47,0.45,0.45
2,54.46,0.98,0.98
2,54.46,0.38,0.38
2,54.46,1.51,1.43
2,54.45,2.24,2.07
2,54.45,0.65,0.65
2,54.45,1.48,1.4
2,54.45,0.38,0.38
2,54.44,0.48,0.48
6,54.44,0.89,0.89
2,54.44,0.73,0.72
2,54.43,1.36,1.29
2,54.43,1.49,1.41
2,54.42,1.58,1.5
2,54.4,4,3.5
2,54.42,0.32,0.32
2,54.42,2.76,2.51
2,54.41,0.67,0.65
2,54.4,5.3,5.3
2,54.4,1.82,1.7
2,54.4,0.91,0.91
2,54.4,0.36,0.36
2,54.4,1.35,1.29
2,54.4,0.29,0.29
2,54.39,3,2.7
2,54.39,1.03,1.03
2,54.39,1.41,1.41
2,54.39,1.34,1.34
2,54.38,3.57,3.15
2,54.38,1.3,1.24
2,54.38,0.27,0.27
2,54.38,0.27,0.27
2,54.38,0.84,0.84
2,54.37,1.52,1.44
2,54.37,0.89,0.86
2,54.36,1.1,1.05
2,54.36,2.55,2.33
2,54.36,1.14,1.14
6,54.35,1.17,1.12
2,54.35,0.95,0.95
2,54.35,0.41,0.41
2,54.35,0.5,0.5
2,54.35,4.25,3.68
2,54.35,1.51,1.43
2,54.34,0.44,0.44
2,54.34,0.4,0.4
6,54.34,0.35,0.35
2,54.33,0.49,0.49
2,54.33,0.94,0.91
2,54.33,0.38,0.38
2,54.33,1.5,1.42
2,54.33,0.27,0.27
2,54.33,0.28,0.28
2,54.33,2.88,2.6
2,54.3,1.6,1.6
2,54.33,1.29,1.23
2,54.32,1.97,1.84
2,54.32,1,0.97
2,54.3,0.5,0.5
2,54.31,0.86,0.84
2,54.31,0.61,0.61
2,54.31,1.29,1.29
2,54.3,0.4,0.4
2,54.3,1.21,1.16
2,54.29,1.03,1.03
2,54.29,1.38,1.31
2,54.29,2.02,1.88
2,54.28,0.32,0.32
2,54.28,0.93,0.93
2,54.28,0.46,0.46
2,54.26,0.59,0.58
2,54.3,2,2
2,54.26,0.7,0.7
2,54.26,0.86,0.83
2,54.3,4,4
2,54.25,2.24,2.07
2,54.25,0.74,0.74
2,54.25,0.58,0.58
2,54.25,1.72,1.72
2,54.25,1.29,1.23
2,54.24,1.04,1
2,54.24,1.76,1.76
2,54.24,1.2,1.2
2,54.24,0.97,0.97
2,54.24,0.31,0.31
2,54.24,1.01,0.97
2,54.24,0.41,0.41
2,54.24,1.8,1.68
2,54.24,1.28,1.22
2,54.23,1.2,1.2
2,54.23,0.41,0.41
2,54.23,0.28,0.28
2,54.2,1.8,1.8
2,54.22,3.62,3.19
2,54.22,0.88,0.88
2,54.22,1.16,1.16
2,54.22,0.34,0.34
2,54.22,0.26,0.26
2,54.21,3.23,2.88
2,54.21,0.28,0.28
2,54.21,1.31,1.25
2,54.21,1.66,1.57
2,54.2,0.4,0.4
2,54.2,0.4,0.4
2,54.2,0.3,0.3
2,54.2,2.4,2.4
2,54.2,0.26,0.26
2,54.2,1.76,1.65
2,54.2,1.91,1.78
2,54.19,1.52,1.44
2,54.19,0.7,0.7
2,54.19,0.92,0.89
2,54.18,0.6,0.58
2,54.18,0.46,0.46
2,54.18,8.15,6.27
2,54.17,0.53,0.53
2,54.17,0.67,0.67
2,54.17,0.51,0.51
6,54.17,0.27,0.27
2,54.17,1.47,1.39
2,54.16,1.83,1.83
2,54.16,0.3,0.3
2,54.16,0.28,0.28
2,54.16,1.29,1.23
2,54.14,3.71,3.26
2,54.14,1.2,1.2
2,54.14,1.3,1.24
2,54.13,1.52,1.44
2,54.1,0.7,0.7
6,54.13,1.36,1.36
2,54.13,0.84,0.84
2,54.12,2.31,2.13
2,54.12,1.87,1.87
2,54.12,0.94,0.94
2,54.12,2.68,2.44
2,54.12,1.39,1.33
2,54.11,0.26,0.26
2,54.1,0.74,0.74
2,54.1,0.98,0.95
2,54.1,0.4,0.4
2,54.1,0.48,0.48
2,54.09,0.97,0.93
2,54.09,1.25,1.25
2,54.09,0.38,0.38
2,54.09,0.8,0.8
2,54.09,0.7,0.7
2,54.08,0.74,0.72
2,54.08,0.26,0.26
2,54.08,1.18,1.13
2,54.08,2.17,2.01
2,54.08,1.03,1.03
2,54.08,1.17,1.12
2,54.07,1.06,1.02
2,54.07,0.96,0.96
2,54.07,0.7,0.7
2,54.06,4.59,3.92
2,54,2.5,2.5
2,54.05,0.59,0.57
2,54.05,6.7,5.37
2,54.04,1.44,1.37
2,54.04,1.46,1.46
2,54.04,1.5,1.5
2,54.04,0.64,0.64
6,54.03,1.78,1.78
2,54.03,1.07,1.03
2,54.03,3.36,2.99
2,54.03,0.73,0.73
2,54.01,1.35,1.29
2,54.01,1.22,1.22
2,54.01,0.9,0.9
2,54.01,1.72,1.72
2,54,0.97,0.94
2,54,1.24,1.24
2,54,1,1
6,54,1.8,1.8
2,54,0.5,0.5
2,54,0.3,0.3
2,54,0.4,0.4
2,54,2.21,2.21
2,54,3.07,2.76
2,53.99,0.93,0.9
2,53.99,10.13,7.36
2,53.99,0.25,0.25
2,53.99,1.04,1
2,54,1,1
2,53.98,2.82,2.55
2,53.98,1.53,1.53
2,53.98,0.95,0.95
2,53.98,0.14,0.14
2,53.98,0.7,0.7
2,53.98,0.25,0.25
2,53.97,1.86,1.74
2,53.97,2.25,2.25
2,53.97,0.64,0.64
2,53.97,1.72,1.62
2,53.96,0.6,0.59
2,53.96,0.87,0.87
6,53.95,0.44,0.44
2,53.95,0.7,0.7
2,53.95,0.63,0.63
2,53.94,0.55,0.55
2,53.94,0.89,0.89
2,53.94,2.48,2.48
6,53.94,0.27,0.27
2,53.9,3.3,3.3
2,53.93,0.37,0.37
2,53.93,0.67,0.65
2,53.92,0.69,0.69
2,53.91,1.22,1.22
2,53.91,0.6,0.6
2,53.91,0.79,0.79
2,53.91,2.16,2
2,53.9,0.6,0.6
4,53.9,0.5,0.5
2,53.9,0.6,0.6
2,53.9,0.95,0.95
2,53.9,1.02,0.98
2,53.9,0.74,0.72
2,53.89,1.51,1.43
2,53.89,1.61,1.52
2,53.88,0.97,0.94
2,53.88,1.6,1.51
2,53.87,0.29,0.29
2,53.87,0.74,0.74
2,53.9,6.7,5.4
2,53.87,0.79,0.77
2,53.86,0.28,0.28
2,53.9,1.5,1.5
2,53.85,0.53,0.53
2,53.85,0.27,0.27
2,53.9,3,3
2,53.85,2.25,2.08
2,53.84,1.13,1.13
2,53.84,2.45,2.25
2,53.84,3.21,2.87
2,53.83,2.11,1.96
2,53.83,1.91,1.78
2,53.82,0.45,0.45
2,53.82,1.1,1.1
2,53.82,0.8,0.8
2,53.82,0.37,0.37
2,53.81,2.65,2.41
2,53.81,1.36,1.29
2,53.8,2.9,2.9
2,53.8,4,4
2,53.8,1.3,1.3
2,53.8,1.07,1.07
2,53.8,0.3,0.3
2,53.8,0.87,0.85
2,53.8,3.45,3.06
2,53.79,0.5,0.5
2,53.79,2.36,2.36
2,53.79,0.44,0.44
2,53.78,0.26,0.26
2,53.78,0.86,0.86
2,53.8,5.8,5.8
2,53.77,0.27,0.27
2,53.77,1.05,1.05
2,53.77,0.86,0.83
2,53.76,1.42,1.42
2,53.76,0.32,0.32
2,53.76,3.41,3.03
2,53.76,2.91,2.63
2,53.76,0.52,0.52
2,53.75,0.4,0.4
2,53.75,0.3,0.3
2,53.7,1.4,1.4
2,53.74,2.05,1.91
2,53.7,1.9,1.9
2,53.7,5.4,5.4
2,53.74,0.62,0.62
2,53.74,2.84,2.57
2,53.74,1.45,1.38
2,53.73,0.31,0.31
2,53.73,1.65,1.65
2,53.73,0.91,0.91
2,53.73,0.86,0.83
2,53.73,0.96,0.93
2,53.72,0.34,0.34
2,53.71,0.26,0.26
2,53.7,2.9,2.9
2,53.71,0.38,0.38
2,53.71,0.37,0.37
2,53.7,0.4,0.4
2,53.71,2.75,2.5
2,53.7,0.66,0.66
2,53.7,1.09,1.09
2,53.7,0.76,0.76
2,53.7,0.59,0.58
2,53.7,0.4,0.4
2,53.7,0.56,0.56
2,53.7,0.8,0.8
2,53.69,0.91,0.88
2,53.69,1.92,1.92
2,53.7,1.8,1.8
2,53.68,1.86,1.86
2,53.68,1.05,1.01
2,53.67,1.3,1.3
2,53.66,0.26,0.26
2,53.66,0.28,0.28
2,53.66,1.26,1.21
2,53.66,0.4,0.4
2,53.66,0.36,0.36
2,53.65,1.65,1.56
2,53.65,0.3,0.3
2,53.64,0.34,0.34
2,53.64,0.89,0.89
2,53.64,1.37,1.37
2,53.64,1.87,1.75
2,53.63,1.59,1.5
2,53.62,1.03,1.03
6,53.62,0.82,0.82
2,53.62,0.78,0.78
2,53.62,1.42,1.35
2,53.62,0.29,0.29
2,53.61,0.59,0.59
2,53.61,0.44,0.44
2,53.61,1.99,1.85
2,53.6,1.74,1.64
2,53.6,1,0.97
2,53.59,2.51,2.3
2,53.6,3.8,3.8
2,53.58,0.41,0.41
2,53.58,0.63,0.63
6,53.57,2.88,2.88
2,53.57,0.91,0.88
2,53.57,1.07,1.07
2,53.56,1.05,1.05
2,53.56,0.55,0.55
2,53.55,0.73,0.73
2,53.55,3.73,3.28
2,53.55,0.43,0.43
2,53.55,1.1,1.06
2,53.55,1.09,1.05
2,53.54,1.14,1.09
2,53.54,0.74,0.74
2,53.53,1.44,1.37
2,53.53,0.66,0.66
2,53.53,3.11,2.79
2,53.52,2.37,2.18
2,53.52,0.83,0.83
2,53.52,1.25,1.19
2,53.52,1.69,1.59
2,53.52,1.21,1.21
2,53.51,1.1,1.06
2,53.51,0.67,0.67
2,53.51,0.81,0.81
2,53.51,0.42,0.42
2,53.51,0.28,0.28
2,53.5,1.6,1.6
2,53.5,1.3,1.3
2,53.5,0.3,0.3
2,53.5,1.8,1.68
2,53.5,1.02,0.98
2,53.49,0.69,0.69
2,53.49,1.49,1.49
2,53.49,0.37,0.37
2,53.49,2.42,2.22
2,53.48,0.95,0.95
2,53.48,2.35,2.35
2,53.48,1.57,1.48
2,53.48,1.32,1.32
2,53.48,1.07,1.03
2,53.5,2.8,2.8
2,53.47,0.58,0.58
2,53.47,0.24,0.24
2,53.47,2.46,2.26
2,53.47,0.71,0.71
2,53.46,0.35,0.35
2,53.46,2.43,2.22
2,53.5,3.2,3.2
2,53.45,0.96,0.92
2,53.45,0.43,0.43
2,53.45,0.3,0.3
2,53.45,0.25,0.25
2,53.43,3.02,2.71
2,53.4,1.5,1.5
2,53.43,0.76,0.74
2,53.43,0.86,0.86
2,53.42,1.31,1.31
2,53.4,1.4,1.4
2,53.41,0.58,0.57
2,53.4,2.5,2.5
2,53.4,0.94,0.94
2,53.4,1.05,1.05
2,53.4,0.19,0.19
2,53.4,1.53,1.45
2,53.4,2.02,2.02
2,53.4,4.3,4.3
6,53.4,1.19,1.19
2,53.4,0.6,0.6
2,53.4,2.25,2.25
2,53.39,0.52,0.52
2,53.4,17.2,17.2
2,53.39,0.57,0.57
2,53.39,4.6,3.92
2,53.39,0.15,0.15
2,53.39,1.62,1.53
2,53.38,0.55,0.54
2,53.38,5.58,4.61
