Type,carbon_isotopes,silicon_isotopes
M,64.36,56
M,64.36,-24
M,64.37,26
M,64.38,4
M,64.38,52
M,64.38,35
M,64.39,28
M,64.4,42.6
M,64.40,15
M,64.40,55
M,64.40,62
M,64.40,63
M,64.41,40
M,64.41,20
M,64.42,37
M,64.43,15
M,64.43,36
Z,64.44,-143
M,64.44,28
M,64.44,49
M,64.44,57
M,64.45,58
M,64.45,9
M,64.45,-4
M,64.46,15
M,64.46,48
M,64.47,59
M,64.48,21
M,64.48,61
M,64.49,63
M,64.50,104
M,64.5,70.9
M,64.50,94
M,64.5,51
M,64.5,98
M,64.50,65
M,64.51,63
M,64.51,73
Z,64.51,-45
M,64.52,107
M,64.52,-3
M,64.52,26
M,64.5,38.3
M,64.53,34
M,64.54,68
M,64.54,67
M,64.55,-29.84
M,64.57,13
M,64.57,57
M,64.58,59
M,64.60,34.75
M,64.6,-10
M,64.6,-1
M,64.6,48.5
M,64.6,60
M,64.60,8
M,64.6,41.9
M,64.62,7
M,64.62,11
M,64.62,13
M,64.62,40
M,64.63,45
M,64.63,-23
M,64.64,50
M,64.65,40
M,64.65,50
M,64.66,5
M,64.66,-18
M,64.66,19
M,64.66,54
M,64.67,67
M,64.71,12
M,64.71,43
M,64.71,32
M,64.7,34.6
M,64.74,36
M,64.75,52
M,64.75,9
M,64.75,43
M,64.75,56
M,64.75,111
M,64.76,-7
Z,64.76,-25
M,64.77,47
M,64.79,70
M,64.79,35
M,64.79,44
M,64.79,4
M,64.79,55
M,64.80,51
M,64.84,33
M,64.84,-19.74
M,64.84,55
M,64.84,82
M,64.84,28
M,64.84,82
M,64.85,33
M,64.86,40
M,64.9,32.1
M,64.87,33
M,64.87,37
M,64.9,66.1
M,64.88,0
M,64.88,24
M,64.88,29
M,64.88,27
M,64.9,-9
M,64.9,45
M,64.90,46
M,64.91,40
M,64.9,31.6
M,64.91,45
M,64.92,34
M,64.92,50
M,64.93,42
M,64.94,10
M,64.95,15
M,64.96,6
M,64.97,-1
M,64.97,9
M,65.0,73.3
M,64.98,1
M,64.98,-1
M,64.98,-23
M,64.98,60
M,65.0,22.2
M,65.00,57
Z,65,-148
M,65.00,27
M,65,47.3
M,65.00,51
M,65.01,15
M,65.02,47
M,65.02,22
M,65.03,54
U,65.04,95
M,65.04,29
M,65.04,-20
M,65.05,40
M,65.06,20
M,65.06,43
M,65.06,75
M,65.07,28
M,65.07,26
M,65.07,-12
M,65.07,40
M,65.07,44
M,65.09,4
M,65.1,43.8
M,65.10,-11
M,65.1,43.7
M,65.1,51
M,65.1,64
M,65.10,14
M,65.10,-15
M,65.10,-7
M,65.10,-4
M,65.10,38
M,65.11,50
M,65.11,-2
M,65.12,75
Z,65.12,-36
M,65.13,13
M,65.13,31
M,65.13,-16
M,65.13,37
M,65.15,46
M,65.15,15
M,65.15,40
M,65.15,52
M,65.15,43
Z,65.16,-110
M,65.2,53.8
M,65.2,14.3
M,65.18,63
M,65.18,45
M,65.19,36
M,65.19,25
M,65.19,52
M,65.19,83
M,65.20,38
M,65.20,65
M,65.21,67
M,65.21,-7
X,65.21,-89
M,65.21,66
M,65.24,-25
M,65.24,39
M,65.24,41
M,65.24,70
M,65.25,95
M,65.25,36
M,65.25,64
M,65.2,50.4
M,65.26,18
M,65.26,29
M,65.26,3
M,65.26,27
M,65.27,23
M,65.28,24
M,65.28,43
M,65.29,24
M,65.3,8
M,65.3,40
M,65.3,51
M,65.3,58
M,65.30,39
M,65.30,25
M,65.31,70
M,65.32,15
M,65.32,-35
M,65.32,33
M,65.33,52.09
M,65.33,60
M,65.34,60
M,65.34,37
M,65.35,7
M,65.3,42.6
M,65.35,41
M,65.36,43
M,65.37,53
M,65.37,14
M,65.37,30
M,65.4,35.5
Z,65.37,-60
M,65.38,26
M,65.38,25
M,65.39,1
M,65.39,67
M,65.40,-18
Z,65.4,-56.8
M,65.40,30.6
M,65.40,0
M,65.41,34
M,65.44,28
M,65.44,41
M,65.45,28
M,65.46,-32
M,65.46,18
M,65.46,66
M,65.47,15
M,65.47,-4
M,65.48,42
M,65.48,70
Z,65.48,-124
M,65.49,39
M,65.49,35
M,65.49,70
M,65.50,32
M,65.50,47
Z,65.50,-9.4
Z,65.5,52
Z,65.50,-133
Z,65.50,-72
M,65.50,-31
M,65.50,13
M,65.50,50
M,65.51,0
M,65.53,38
M,65.54,37
Z,65.55,-164
Z,65.55,-68
M,65.55,-17
M,65.55,38
M,65.55,4
M,65.55,24
M,65.55,36
Z,65.55,-52
M,65.55,51
M,65.56,59
M,65.56,6
M,65.56,-15
M,65.59,-17
M,65.59,69
M,65.6,76
M,65.60,30
M,65.60,45
M,65.61,-14
Z,65.61,-64
M,65.61,14
M,65.61,32
M,65.62,31
M,65.63,35
M,65.64,2
M,65.64,22
M,65.64,24
M,65.64,22
M,65.65,-33
M,65.65,62
M,65.65,23
M,65.65,42
U,65.66,79
M,65.67,10
M,65.68,74
M,65.68,37
M,65.68,57
M,65.70,-21
M,65.7,-1
M,65.7,2
M,65.7,82
M,65.7,90
M,65.70,23
M,65.71,-12
M,65.72,50
M,65.72,9
M,65.73,24
M,65.73,31
M,65.73,59
M,65.73,-8
M,65.73,19
M,65.74,69
M,65.75,53
M,65.76,-7
M,65.76,-7
M,65.77,28
M,65.77,12
M,65.77,-19
M,65.77,-8
M,65.77,5
M,65.77,-6
M,65.8,-6.2
M,65.78,76
M,65.80,43
M,65.80,28
M,65.8,-59
Z,65.8,18.9
M,65.8,31
M,65.8,44.6
M,65.81,23
M,65.81,17
M,65.81,48
M,65.82,44
M,65.82,47
M,65.82,68
M,65.82,45
M,65.83,42
M,65.84,57
M,65.85,41
M,65.85,44
M,65.85,-6
M,65.9,39.7
M,65.86,11
M,65.86,19
M,65.86,37
M,65.86,5
M,65.87,-31.17
M,65.87,36
M,65.9,30.2
M,65.88,51
M,65.89,32
Z,65.9,-95
M,65.9,-19
M,65.9,1
M,65.9,41
M,65.9,6.7
M,65.90,-17
M,65.91,21
M,65.91,74
M,65.9,-11.0
M,65.93,11
M,65.94,43
M,65.94,-32
M,65.95,86
U,65.95,51
M,65.95,3
M,65.95,32
M,65.95,50
M,65.96,-15
M,65.96,28
M,65.97,27
M,66.00,40
M,66.00,-16
Z,66,-20
M,66.00,-9
M,66.00,1
M,66.0,17.2
M,66,17
M,66,35
M,66.01,61
M,66.02,32
M,66.02,25
Z,66.02,-50
M,66.04,20
M,66.05,-6
M,66.05,18
M,66.05,42
M,66.05,20
M,66.05,77
M,66.07,27
M,66.07,21
M,66.08,3
M,66.09,43
M,66.09,59
Z,66.09,-51
M,66.10,26
M,66.1,41
M,66.10,17
M,66.13,-3
M,66.14,-18
M,66.16,-16
M,66.16,27
M,66.17,26
M,66.17,28
M,66.2,37.6
M,66.18,82
X,66.18,-161
M,66.19,37
M,66.19,-21
M,66.2,-5
M,66.2,90
M,66.20,43
M,66.21,67
M,66.21,68
M,66.21,43
M,66.22,60
M,66.22,37
M,66.22,70
M,66.22,15
M,66.22,51
M,66.23,4
M,66.23,23
M,66.23,47
M,66.24,31
M,66.24,60
M,66.25,64.47
M,66.25,17
M,66.26,74
M,66.26,18
M,66.26,-29
M,66.27,9
M,66.28,5
M,66.28,32
M,66.29,-1
M,66.30,71
M,66.3,29
M,66.30,-6
M,66.31,60
M,66.31,67
Z,66.32,-69
M,66.32,82
M,66.32,-30
M,66.33,35
M,66.33,30
M,66.33,38
M,66.33,-37
M,66.34,24
M,66.34,-172
Z,66.35,-100
M,66.35,25
M,66.36,2
M,66.4,31.3
M,66.37,24
M,66.37,17
M,66.38,30
M,66.38,57
M,66.38,81
M,66.41,12
M,66.41,-16
M,66.41,-14
M,66.41,-12
M,66.41,17
M,66.41,47
M,66.42,48
M,66.42,-17
M,66.42,70
M,66.43,17
M,66.43,-8
M,66.44,20
M,66.45,29
M,66.46,54
M,66.47,44
M,66.5,9
M,66.50,112
M,66.51,4
M,66.52,37
M,66.52,-12
M,66.52,30
M,66.55,9
M,66.55,34
M,66.6,38.3
M,66.55,-30
M,66.55,-1
M,66.55,17
M,66.55,60
M,66.56,-60
M,66.57,14
M,66.57,37
M,66.58,-4
Z,66.60,-150
M,66.60,-13
M,66.60,-4
Z,66.6,-50
M,66.6,0
M,66.6,21
M,66.6,95.6
M,66.62,71
M,66.62,4
M,66.64,2
M,66.66,10
M,66.67,43
M,66.67,58
M,66.67,-66
M,66.7,18.2
M,66.69,16
M,66.69,17
M,66.69,44
M,66.69,55
M,66.69,23
M,66.7,52
M,66.7,78
M,66.70,-12
X,66.71,-209
M,66.7,57.9
M,66.72,44
Z,66.73,-118
M,66.7,48.1
M,66.74,-8
M,66.74,7
M,66.74,41
Z,66.74,-66
M,66.75,46
M,66.75,29
M,66.77,29
M,66.77,50
M,66.77,-1
M,66.77,77
M,66.78,14
M,66.78,-41
M,66.79,38
M,66.80,39
M,66.8,-5
M,66.8,54
M,66.80,38
M,66.81,64
M,66.81,30
M,66.81,64
M,66.82,48
M,66.83,-19
M,66.83,16
M,66.83,58
M,66.83,66
M,66.83,102
M,66.84,-15
M,66.84,17
M,66.84,68
M,66.85,23
M,66.85,3
M,66.85,31
M,66.86,27
M,66.86,28
M,66.87,62
M,66.87,-36
M,66.87,66
M,66.88,33
M,66.88,70
Z,66.88,-87
M,66.90,14
M,66.92,39
M,66.92,-11
M,66.92,12
X,66.93,-134
M,66.95,-63
M,66.96,40
M,66.96,-36
M,66.97,47
M,66.97,-22
M,66.97,-12
M,66.97,-6
M,66.99,33
X,67,-165
M,67,53
M,67.00,32
M,67.0,37.9
M,67.02,30
M,67.02,39
Z,67.02,-24
M,67.03,56
M,67.0,-13.9
M,67.04,66
U,67.05,47
M,67.06,15
M,67.06,41
M,67.06,37
M,67.07,30
M,67.1,80
M,67.1,81
M,67.10,49
M,67.11,59
M,67.11,-4
M,67.11,18
M,67.11,23
M,67.12,43
M,67.12,28
M,67.13,21
M,67.1,21.8
M,67.14,41
M,67.16,-24
M,67.16,10
M,67.16,14
M,67.16,36
M,67.17,-19
M,67.17,69
M,67.17,12
M,67.18,32
M,67.18,42
M,67.18,72
M,67.18,17
M,67.19,28
M,67.19,24
M,67.2,22
M,67.20,55
M,67.23,56
M,67.23,21
M,67.24,-3
M,67.25,31
M,67.25,9
M,67.25,30
M,67.25,-19
M,67.25,3
M,67.25,4
M,67.25,10
M,67.25,26
M,67.25,52
M,67.25,14
M,67.25,32
Z,67.3,-85.1
M,67.26,44
M,67.27,58
M,67.28,38
M,67.29,18
M,67.29,24
M,67.29,108
M,67.30,60
M,67.30,52
M,67.3,44
M,67.31,30
M,67.32,17
M,67.3,84.4
M,67.33,21
M,67.33,43
M,67.3,28.8
M,67.34,49
M,67.34,4
M,67.34,-24
M,67.35,-26
M,67.35,-57
M,67.35,-16
M,67.35,-7
M,67.35,1
M,67.35,45
M,67.35,-37
M,67.37,60
M,67.38,-15
M,67.39,21
M,67.39,55
M,67.4,62
M,67.41,42
M,67.42,51
M,67.42,73
M,67.4,-30.8
M,67.44,-50
M,67.44,-24
M,67.44,31
M,67.44,45
M,67.44,74
M,67.44,-20
M,67.45,37
M,67.46,-14
M,67.5,28.3
M,67.47,38
M,67.47,9
M,67.49,57
M,67.49,0
M,67.49,20
M,67.5,121.3
M,67.50,27
Z,67.5,8
M,67.5,39.8
M,67.50,47
M,67.51,-13
M,67.5,-2.3
M,67.53,5
M,67.54,20
M,67.54,59
M,67.55,-43
M,67.56,-12
M,67.57,0
M,67.6,50.2
Z,67.57,-12
M,67.57,35
M,67.58,-9
M,67.58,5
M,67.58,55
M,67.59,-49
M,67.59,10
Z,67.6,-100
Z,67.6,-10
M,67.6,29
M,67.6,44
M,67.61,21
M,67.61,13
M,67.61,65
M,67.63,62
M,67.64,48
M,67.64,29
M,67.65,29
M,67.65,14
M,67.65,34
M,67.66,-35
M,67.66,53
M,67.67,37
M,67.68,70
M,67.68,84
Z,67.68,-54
Z,67.68,-49
M,67.68,6
M,67.69,27
M,67.69,115
M,67.7,34
M,67.7,45
M,67.7,48.1
M,67.70,70
M,67.71,50
M,67.73,-34
M,67.73,9
M,67.73,73
M,67.73,32
M,67.75,63
M,67.76,-7
Z,67.76,-10
M,67.78,2
M,67.78,13
M,67.78,14
M,67.78,17
M,67.78,63
M,67.79,-29
M,67.79,31
M,67.81,-18
M,67.81,-27
M,67.82,57
M,67.82,40
M,67.85,38
M,67.87,-28
M,67.87,-3
M,67.87,17
M,67.87,32
M,67.87,40
M,67.87,29
M,67.89,-1
M,67.89,4
M,67.89,34
M,67.9,50
M,67.9,78
M,67.92,15
M,67.92,19
M,67.93,9
M,67.93,-30
M,67.94,17
M,67.95,8
M,67.95,-2
M,67.95,96
M,67.95,-18
M,67.95,9
M,67.95,29
M,67.96,-14
Z,67.97,-127
M,67.97,-13
M,67.97,-8
M,67.97,65
M,67.97,58
M,67.98,-34
M,67.98,58
X,68,-171
M,68.0,-25.7
M,68,16
M,68,25
M,68.0,40
M,68.00,46
M,68.01,35
M,68.01,85
M,68.03,-5
M,68.03,36
M,68.03,69
M,68.05,30
M,68.05,-13
M,68.05,45
M,68.1,78.3
M,68.06,26
M,68.1,31.8
M,68.07,-83
M,68.07,-10
M,68.07,21
M,68.07,17
M,68.07,48
M,68.09,16
M,68.09,0
M,68.1,10.7
M,68.11,23
M,68.11,16
M,68.11,16
M,68.11,35
M,68.13,71
M,68.14,42
M,68.14,-16
M,68.15,13
M,68.15,28
M,68.16,32
M,68.16,42
M,68.16,76
M,68.16,5.60
M,68.16,43
M,68.17,38
M,68.17,41
M,68.19,-25
M,68.2,40
M,68.20,48
M,68.21,9
M,68.21,35
M,68.22,9
M,68.22,55
M,68.23,13
M,68.25,4
M,68.25,44
M,68.25,37
M,68.26,-20
M,68.26,0
M,68.26,55
M,68.26,-40
M,68.27,60
M,68.27,-28
M,68.3,3.2
M,68.3,-10
M,68.3,51
M,68.30,79
M,68.31,-3
M,68.31,-45
M,68.31,31
M,68.31,63
Z,68.31,22
M,68.32,87
M,68.33,27
M,68.35,26
M,68.36,26
M,68.36,36
M,68.36,43
M,68.36,-21
M,68.37,58
M,68.39,9
M,68.4,128
M,68.41,-25
M,68.41,54
M,68.41,28
M,68.41,33
M,68.41,58
M,68.41,24
M,68.42,-37
Z,68.42,-7
M,68.42,38
M,68.43,40
M,68.4,94.5
M,68.45,20
M,68.46,8
M,68.46,49
M,68.46,93
M,68.46,-29
M,68.5,54.9
M,68.47,16
M,68.48,29
M,68.48,34
M,68.48,-28
M,68.49,32
M,68.5,23
M,68.5,87
M,68.50,25
M,68.50,36
M,68.51,21
M,68.52,64
M,68.5,45.1
Z,68.53,-53
M,68.53,11
Z,68.55,-57
M,68.55,-1
M,68.55,7
M,68.56,27
M,68.57,28
M,68.59,4
M,68.59,5
M,68.6,-19.2
M,68.60,30
M,68.61,9
M,68.61,58
M,68.62,34
M,68.63,20
M,68.6,62
M,68.65,40
M,68.65,5
M,68.66,18
M,68.66,8
M,68.67,59
M,68.67,35
M,68.68,36
M,68.68,63
M,68.69,-7
M,68.69,17
M,68.7,44
M,68.70,-45
M,68.70,4
M,68.70,51
M,68.70,45
M,68.7,76
M,68.71,52
M,68.71,-10
M,68.71,64
M,68.72,10
M,68.74,52
M,68.74,3
M,68.74,46
M,68.74,55
Z,68.75,-116
M,68.75,-13
M,68.75,-9
M,68.75,8
M,68.75,47
M,68.76,57
M,68.77,7
M,68.78,3
M,68.78,41
M,68.79,-6
M,68.8,-7
M,68.8,-6
M,68.8,113
Z,68.81,-21
M,68.82,39
M,68.82,49
M,68.82,33
M,68.83,36
M,68.84,2
M,68.84,-48
M,68.84,53
M,68.84,14
Z,68.85,-69
M,68.85,50
M,68.85,66
M,68.9,37.3
M,68.86,26
M,68.86,39
X,68.87,-249
M,68.89,-33
M,68.90,27
M,68.9,-19
M,68.9,53.0
M,68.90,15
M,68.9,40.9
M,68.91,34
M,68.92,16
M,68.95,21
M,69.0,56
M,68.96,-11
M,68.96,35.13
M,68.97,57
M,68.98,-6
M,68.99,38
M,69.00,-6
M,69.00,19
M,69.00,41
M,69.00,56
M,69.00,27
M,69,70.4
M,69.02,3
M,69.02,68
M,69.02,10
M,69.03,14
M,69.03,10
M,69.03,-8
M,69.03,10
Z,69.05,-127
M,69.05,-31
M,69.05,42
M,69.05,43
M,69.05,93
M,69.05,45
M,69.06,45
M,69.07,48
M,69.07,11
M,69.07,22
M,69.09,69
M,69.10,-31
M,69.10,39
M,69.11,-10
M,69.11,32
M,69.13,27
Z,69.13,-25
M,69.14,20
M,69.14,-1
M,69.15,-10
M,69.15,8
M,69.15,62
M,69.15,22
M,69.16,36
M,69.16,43
Z,69.18,-53
M,69.2,5.8
M,69.19,26
M,69.20,33
M,69.2,-16
M,69.21,7
M,69.22,7
M,69.22,50
M,69.23,30
M,69.23,53
M,69.23,-19
M,69.24,-26
M,69.24,31
M,69.24,13
M,69.25,33
M,69.25,67
M,69.25,34
M,69.25,14
M,69.26,26
M,69.27,-7
M,69.28,23
M,69.28,25
M,69.28,37
M,69.29,5
M,69.3,-28
M,69.3,62
M,69.3,98
M,69.30,43
M,69.3,-9.5
M,69.32,10
M,69.3,33.0
M,69.34,-6
M,69.35,25
M,69.37,49
M,69.37,63
Z,69.4,-47
M,69.4,-44
M,69.4,20
M,69.4,38
M,69.4,74
M,69.4,104
M,69.40,13
M,69.41,-2
M,69.41,-42
M,69.41,21
M,69.42,41
M,69.42,4
M,69.44,73
M,69.45,34
M,69.45,-42
M,69.5,-50.6
M,69.48,26
M,69.49,67
M,69.49,28
M,69.50,-29
M,69.50,51
M,69.5,-24
M,69.5,-16.9
M,69.5,0
M,69.5,29
M,69.50,49.5
M,69.5,51
M,69.51,12
M,69.52,30
M,69.5,65.4
M,69.55,45
M,69.57,6
M,69.58,23
M,69.6,-8.9
M,69.60,18
M,69.6,32
M,69.60,25
M,69.61,38
M,69.61,-9
M,69.63,38
M,69.63,15
M,69.63,22
M,69.63,62
M,69.63,56
Z,69.64,7
M,69.65,46
M,69.65,32
M,69.65,76
M,69.65,48
M,69.66,-43
M,69.67,6
M,69.69,36
M,69.7,-7.0
M,69.7,7
M,69.7,7
M,69.7,100
M,69.74,75
M,69.75,-2
M,69.75,30
M,69.75,49
M,69.75,63
M,69.76,27
M,69.78,36
X,69.78,-108
M,69.79,78
M,69.79,12
M,69.80,7
M,69.80,47
M,69.80,49
M,69.81,28
M,69.8,-2.2
M,69.82,54
M,69.83,45
M,69.84,48
M,69.85,46
M,69.85,12
M,69.85,2
M,69.85,11
M,69.86,65
M,69.86,65
M,69.86,10
Z,69.88,-145
M,69.88,52
M,69.89,18
M,69.89,54
M,69.89,-5
M,69.89,29
M,69.90,51
M,69.9,48
M,69.9,49
M,69.91,-17
M,69.91,16
M,69.91,-45
M,69.92,4
M,69.93,35
M,69.93,42
M,69.93,61
M,69.95,33
M,69.96,16
M,69.96,41
M,69.97,26.94
M,69.97,60
M,69.97,13
M,69.99,-22
M,69.99,19
M,70,24
M,70.02,29
M,70.02,84
M,70.03,18
M,70.05,-10
Z,70.05,14
M,70.05,33
M,70.06,30
X,70.06,-116
M,70.06,20
M,70.06,49
M,70.06,69
M,70.06,26
M,70.06,74
M,70.1,-7.4
M,70.07,-57
M,70.07,41
M,70.07,29
M,70.07,23
M,70.09,-12
M,70.11,71
M,70.12,6
M,70.13,80
M,70.13,59
X,70.14,-386
M,70.14,78
M,70.15,25
M,70.16,24
M,70.17,8
M,70.2,50
M,70.2,92
M,70.21,31
M,70.21,45
M,70.23,24
M,70.2,105.8
M,70.24,55
M,70.26,-32
M,70.26,-4
M,70.26,6
M,70.26,9
M,70.26,18
M,70.26,35
M,70.26,47
M,70.27,-45
M,70.27,-6
M,70.28,50
M,70.3,22.3
M,70.28,39
M,70.28,15
M,70.31,23
M,70.32,28
M,70.33,46
M,70.34,47
M,70.34,0
M,70.35,43
M,70.37,50
M,70.37,-46
M,70.37,-23
M,70.4,84
M,70.39,53
M,70.39,46
M,70.40,25
M,70.4,1
M,70.43,-3
M,70.46,23
M,70.47,47
M,70.47,23
M,70.47,54
M,70.5,55.2
M,70.48,62
M,70.48,38
M,70.49,6
M,70.49,36
M,70.52,4
Z,70.53,24
M,70.54,15
M,70.54,82
M,70.55,42
M,70.56,-36
Z,70.57,-31
M,70.57,24
M,70.58,33
M,70.58,36
M,70.58,39
M,70.58,54
M,70.58,22
M,70.59,6
M,70.59,25
M,70.60,71
M,70.6,29
M,70.6,30.3
M,70.62,16
M,70.63,54
M,70.65,-4
M,70.67,10
M,70.67,20
M,70.67,41
M,70.68,97
M,70.68,35
U,70.69,12
M,70.70,0
M,70.7,11
M,70.7,33
M,70.71,28
M,70.71,42
M,70.71,23
M,70.7,30.2
M,70.71,42
M,70.73,-10
M,70.73,73
M,70.73,28
M,70.73,80
M,70.74,-14
M,70.74,0
M,70.74,25
M,70.74,43
M,70.75,38
M,70.78,-25
M,70.79,0
M,70.79,54
M,70.81,10
M,70.81,42
M,70.81,-7
M,70.8,48.9
M,70.84,-36
M,70.84,22
M,70.84,59
M,70.86,65
M,70.87,-15
M,70.88,2
M,70.88,37
X,70.9,-134
M,70.9,-58
Z,70.9,-39
M,70.91,5
M,70.93,14
M,70.94,55
Z,70.94,-8
M,70.94,26
M,70.94,61
M,70.95,38
M,70.97,13
M,70.97,-6
M,70.97,38
M,70.99,-4
M,70.99,-31
M,71,-26
M,71,14.4
M,71,45
M,71.0,54.5
M,71.01,26
M,71.02,17
M,71.03,52
M,71.0,35.0
M,71.05,13
M,71.05,57
M,71.06,29
M,71.07,26
M,71.1,28.6
M,71.10,8
M,71.10,18
M,71.10,20
M,71.10,39
M,71.10,47
M,71.1,1
M,71.11,91
M,71.12,13
M,71.12,41
M,71.14,40
M,71.14,-6
M,71.15,-17
M,71.15,-15
M,71.15,22
M,71.15,57
M,71.2,-4.8
M,71.16,98
M,71.17,45.42
M,71.17,34
M,71.18,47
M,71.18,11
M,71.19,81
M,71.20,4
M,71.21,-6
M,71.21,31
M,71.21,-31
M,71.22,32
M,71.22,29
M,71.22,39
M,71.22,-42
M,71.23,-8
M,71.3,83
M,71.26,34
M,71.26,55
M,71.27,21
M,71.3,22.8
M,71.28,48
M,71.29,-17
M,71.3,-29
M,71.30,17
M,71.31,50
M,71.33,-21
M,71.33,1
M,71.34,35
M,71.34,29
M,71.35,0
M,71.36,-36
M,71.36,71
M,71.38,14
M,71.38,57
M,71.38,38
M,71.4,57
M,71.4,15.7
M,71.42,-4
M,71.42,4
M,71.42,19
M,71.42,25
M,71.42,1
M,71.44,-8
M,71.49,32
M,71.50,52
M,71.5,30
Z,71.51,-155
M,71.5,54.0
M,71.51,37
M,71.52,55
M,71.52,-1
M,71.5,78.1
M,71.55,74
M,71.55,41
M,71.55,54
M,71.55,6
M,71.58,60
M,71.58,-2
M,71.59,-24
M,71.59,14
Z,71.6,-117
M,71.6,27
M,71.61,-8
M,71.62,-15
M,71.63,-2
M,71.63,37
M,71.67,30
M,71.68,53
M,71.68,23
M,71.69,21
M,71.70,29
M,71.7,22
M,71.71,6
M,71.72,35
M,71.73,-73
M,71.74,35
M,71.75,31
M,71.76,17
M,71.76,22
M,71.79,127
M,71.8,3
M,71.8,55
M,71.80,59
M,71.82,72
M,71.8,55.8
M,71.85,46
M,71.87,34
M,71.88,19.51
M,71.88,35
M,71.89,31
M,71.89,38
Z,71.9,-17
M,71.90,1
M,71.90,10
M,71.91,51
M,71.92,37
M,71.93,-6
M,71.95,58
M,72.0,36.9
M,71.95,10
M,71.95,51
M,71.96,-32
M,72.0,67.6
M,72,-14
M,72.0,27.4
M,72,33.1
M,72,68
M,72.0,38.3
M,72.02,56
M,72.03,67
M,72.03,49
M,72.03,-108
M,72.03,-10
M,72.03,26
M,72.03,63
U,72.05,14
M,72.05,25
M,72.06,-11
M,72.06,57
M,72.07,8
M,72.08,39
M,72.09,13
M,72.09,63
M,72.10,4
M,72.1,-76
M,72.1,44
M,72.11,21
M,72.12,11
M,72.12,21
M,72.12,26
M,72.12,27
M,72.2,32.4
M,72.17,32
M,72.17,11
M,72.17,30
M,72.17,79
M,72.18,17
M,72.19,-18
M,72.19,52
M,72.19,21
M,72.2,57
M,72.21,30
M,72.22,88
M,72.23,-35
M,72.23,-1
M,72.23,3
M,72.23,11
M,72.24,2
M,72.24,48
M,72.25,19
M,72.25,47
M,72.26,-21
M,72.26,43
M,72.27,33
Z,72.27,-32
M,72.3,44.4
M,72.28,-45
M,72.28,-23
M,72.28,23
M,72.3,8
M,72.3,20
M,72.3,45.4
M,72.30,17
M,72.31,17
M,72.31,42
M,72.31,7
M,72.34,-15
M,72.34,-11
M,72.34,52
M,72.34,-4
M,72.35,6
M,72.36,4
M,72.38,-23
M,72.39,-17
M,72.39,-13
M,72.39,22
M,72.41,36
M,72.4,40.8
M,72.42,0
M,72.43,73
M,72.43,30
M,72.43,44
M,72.4,60.9
M,72.45,23
M,72.45,31
M,72.45,50
M,72.46,34
M,72.47,0
M,72.47,29
M,72.48,28
M,72.48,18
M,72.49,43
X,72.49,-448
M,72.50,25
M,72.5,29
M,72.50,31
M,72.51,5
M,72.51,44
M,72.52,37.99
M,72.52,20
M,72.52,34
M,72.53,54
M,72.53,64
M,72.54,10
M,72.55,91
M,72.6,55.3
M,72.60,15
M,72.61,-11
M,72.61,41
M,72.67,24
M,72.69,53
M,72.69,18
M,72.69,17
U,72.70,38
M,72.7,-24
M,72.7,48
M,72.71,-1
M,72.72,2
M,72.72,14
M,72.72,27
M,72.72,46
M,72.73,-80
M,72.73,2
Y,72.73,49
M,72.73,49
M,72.7,58.9
M,72.74,55
M,72.74,7
M,72.74,28
M,72.74,3
M,72.75,75
M,72.76,65
M,72.76,22
U,72.77,93
M,72.77,1
M,72.77,19
M,72.78,-30
M,72.78,-5
M,72.78,3
M,72.8,13
M,72.8,26
M,72.81,41
M,72.81,34
M,72.82,38
M,72.83,1
M,72.83,18
M,72.83,28
M,72.83,50
M,72.85,83
M,72.85,28
M,72.87,25
M,72.88,-3
M,72.88,24
M,72.89,53
M,72.90,11
M,72.9,42
M,72.9,83
M,72.91,-35
M,72.91,-19
M,72.92,-45
M,72.92,17
M,72.94,10
X,72.95,-212
M,72.97,16
M,73.00,64
M,73.00,-12
M,73,-20
M,73,-18
M,73,38
M,73,50
M,73.01,-21
M,73.02,79
M,73.03,22
M,73.03,43
M,73.04,62
M,73.05,8
M,73.05,-10
M,73.06,4
M,73.08,56
M,73.09,3
M,73.09,55.90
X,73.09,-190
M,73.1,55
M,73.10,59
M,73.1,59
M,73.10,14
M,73.11,-6
M,73.11,29
M,73.11,36
M,73.11,37
M,73.12,17
M,73.14,64
M,73.14,49
M,73.16,47
M,73.17,11
M,73.17,40
M,73.17,-21
M,73.18,-20
M,73.19,-19
M,73.19,46
M,73.20,-2
M,73.2,-1
M,73.20,11
M,73.20,17
M,73.22,-13
M,73.23,52
M,73.24,52
M,73.2,-42.7
M,73.24,20
M,73.26,40
M,73.27,32
M,73.28,37
M,73.28,-19
M,73.28,22
M,73.28,36
M,73.28,60
M,73.29,60
M,73.3,17
M,73.3,18
M,73.30,80
M,73.31,29
M,73.31,-26
M,73.31,25
M,73.32,-16
Z,73.33,8
Z,73.33,-85
M,73.33,-22
M,73.34,16
M,73.34,12
Z,73.37,-104
M,73.37,-25
M,73.37,52
M,73.38,38
M,73.38,40
M,73.38,40
M,73.4,11
M,73.4,25.8
M,73.40,46.0
M,73.41,20
M,73.42,-25
M,73.45,60
M,73.45,54
Z,73.46,1
M,73.46,7
M,73.49,19
M,73.5,12
M,73.50,-10
M,73.50,-5
M,73.5,34.6
M,73.51,50
M,73.55,72
M,73.56,156
M,73.58,39
M,73.60,62
